word,hecke_prime,a_p,scalar_law,scalar_lambda_p_exact,cycle_degree_profile,degree_one_owner_present,degree_support_forces_degree_one_failure,scalar_sign_forces_degree_one_failure,studied_functional,studied_k_exact_pass,studied_k_failure_mechanism,control_1_functional,control_1_source_coordinate,control_1_moments_by_degree_exact,control_1_signed_residuals_by_degree_exact,control_1_exact_pass,control_1_failure_mechanism,control_2_functional,control_2_source_coordinate,control_2_moments_by_degree_exact,control_2_signed_residuals_by_degree_exact,control_2_exact_pass,control_2_failure_mechanism,matched_control_overlap_class,newform_specific_residue_supported_in_two_control_panel,target_data_used,formal_a2_evaluation_run,route_b_invocation_allowed,formal_route_a_tuple
LLLRRRLRR,3,-1,a_p_squared,1,3|1,true,false,false,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,-2,1:1|3:0,1:0|3:0,true,PASS,1*y-2*z,-3,1:4/9|3:1/9,1:-5/9|3:1/9,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_ONE_MATCHED_CONTROL,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLLRRRLRR,3,-1,a_p_squared_minus_p,-2,3|1,true,false,true,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,-2,1:1|3:0,1:3|3:0,false,DEGREE_ONE_ONLY,1*y-2*z,-3,1:4/9|3:1/9,1:22/9|3:1/9,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLLRRRLRR,5,1,a_p,1,2|1|1|2,true,false,false,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,-2,1:5/4|2:1/4,1:1/4|2:1/4,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,-3,1:13/9|2:2/9,1:4/9|2:2/9,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLLRRRLRR,5,1,a_p_squared,1,2|1|1|2,true,false,false,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,-2,1:5/4|2:1/4,1:1/4|2:1/4,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,-3,1:13/9|2:2/9,1:4/9|2:2/9,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLLRRRLRR,5,1,a_p_squared_minus_p,-4,2|1|1|2,true,false,true,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,-2,1:5/4|2:1/4,1:21/4|2:1/4,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,-3,1:13/9|2:2/9,1:49/9|2:2/9,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLLRRRLRR,7,-2,a_p,-2,7|1,true,false,true,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,-2,1:1/4|7:9/4,1:9/4|7:9/4,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,-3,1:4/9|7:16/9,1:22/9|7:16/9,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLLRRRLRR,7,-2,a_p_squared,4,7|1,true,false,false,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,-2,1:1/4|7:9/4,1:-15/4|7:9/4,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,-3,1:4/9|7:16/9,1:-32/9|7:16/9,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLLRRRLRR,7,-2,a_p_squared_minus_p,-3,7|1,true,false,true,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,-2,1:1/4|7:9/4,1:13/4|7:9/4,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,-3,1:4/9|7:16/9,1:31/9|7:16/9,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLLRRRLRR,13,4,a_p,4,1|3|3|1|3|3,true,false,false,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,-2,1:2|3:33/2,1:-2|3:33/2,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,-3,1:13/9|3:149/9,1:-23/9|3:149/9,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLLRRRLRR,13,4,a_p_squared,16,1|3|3|1|3|3,true,false,false,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,-2,1:2|3:33/2,1:-14|3:33/2,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,-3,1:13/9|3:149/9,1:-131/9|3:149/9,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLLRRRLRR,13,4,a_p_squared_minus_p,3,1|3|3|1|3|3,true,false,false,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,-2,1:2|3:33/2,1:-1|3:33/2,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,-3,1:13/9|3:149/9,1:-14/9|3:149/9,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRLLRLR,2,-2,a_p,-2,3,false,true,true,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,1,1:0|3:4,1:2|3:4,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,2,1:0|3:4,1:2|3:4,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRLLRLR,2,-2,a_p_squared,4,3,false,true,false,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,1,1:0|3:4,1:-4|3:4,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,2,1:0|3:4,1:-4|3:4,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRLLRLR,2,-2,a_p_squared_minus_p,2,3,false,true,false,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,1,1:0|3:4,1:-2|3:4,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,2,1:0|3:4,1:-2|3:4,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRLLRLR,3,-1,a_p,-1,3|1,true,false,true,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,1,1:4|3:1,1:5|3:1,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,2,1:9/4|3:1/4,1:13/4|3:1/4,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRLLRLR,3,-1,a_p_squared,1,3|1,true,false,false,2*y+1*z,false,NONUNIT_ONLY,1*y-1*z,1,1:4|3:1,1:3|3:1,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,2,1:9/4|3:1/4,1:5/4|3:1/4,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRLLRLR,3,-1,a_p_squared_minus_p,-2,3|1,true,false,true,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,1,1:4|3:1,1:6|3:1,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,2,1:9/4|3:1/4,1:17/4|3:1/4,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRLLRLR,5,1,a_p,1,5|1,true,false,false,2*y+1*z,true,PASS,1*y-1*z,1,1:1|5:0,1:0|5:0,true,PASS,1*y-2*z,2,1:1|5:0,1:0|5:0,true,PASS,STUDIED_K_PASS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRLLRLR,5,1,a_p_squared,1,5|1,true,false,false,2*y+1*z,true,PASS,1*y-1*z,1,1:1|5:0,1:0|5:0,true,PASS,1*y-2*z,2,1:1|5:0,1:0|5:0,true,PASS,STUDIED_K_PASS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRLLRLR,5,1,a_p_squared_minus_p,-4,5|1,true,false,true,2*y+1*z,false,DEGREE_ONE_ONLY,1*y-1*z,1,1:1|5:0,1:5|5:0,false,DEGREE_ONE_ONLY,1*y-2*z,2,1:1|5:0,1:5|5:0,false,DEGREE_ONE_ONLY,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRLLRLR,7,-2,a_p,-2,7|1,true,false,true,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,1,1:4|7:0,1:6|7:0,false,DEGREE_ONE_ONLY,1*y-2*z,2,1:9/4|7:1/4,1:17/4|7:1/4,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRLLRLR,7,-2,a_p_squared,4,7|1,true,false,false,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,1,1:4|7:0,1:0|7:0,true,PASS,1*y-2*z,2,1:9/4|7:1/4,1:-7/4|7:1/4,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_ONE_MATCHED_CONTROL,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRLLRLR,7,-2,a_p_squared_minus_p,-3,7|1,true,false,true,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,1,1:4|7:0,1:7|7:0,false,DEGREE_ONE_ONLY,1*y-2*z,2,1:9/4|7:1/4,1:21/4|7:1/4,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRLLRLR,13,4,a_p,4,13|1,true,false,false,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,1,1:4|13:36,1:0|13:36,false,NONUNIT_ONLY,1*y-2*z,2,1:9/4|13:121/4,1:-7/4|13:121/4,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRLLRLR,13,4,a_p_squared,16,13|1,true,false,false,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,1,1:4|13:36,1:-12|13:36,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,2,1:9/4|13:121/4,1:-55/4|13:121/4,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRLLRLR,13,4,a_p_squared_minus_p,3,13|1,true,false,false,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,1,1:4|13:36,1:1|13:36,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,2,1:9/4|13:121/4,1:-3/4|13:121/4,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRLRRRRR,2,-2,a_p,-2,2|1,true,false,true,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,1,1:0|2:4,1:2|2:4,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,1,1:1|2:9,1:3|2:9,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRLRRRRR,2,-2,a_p_squared,4,2|1,true,false,false,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,1,1:0|2:4,1:-4|2:4,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,1,1:1|2:9,1:-3|2:9,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRLRRRRR,2,-2,a_p_squared_minus_p,2,2|1,true,false,false,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,1,1:0|2:4,1:-2|2:4,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,1,1:1|2:9,1:-1|2:9,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRLRRRRR,3,-1,a_p,-1,2|2,false,true,true,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,1,1:0|2:5,1:1|2:5,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,1,1:0|2:13,1:1|2:13,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRLRRRRR,3,-1,a_p_squared,1,2|2,false,true,false,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,1,1:0|2:5,1:-1|2:5,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,1,1:0|2:13,1:-1|2:13,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRLRRRRR,3,-1,a_p_squared_minus_p,-2,2|2,false,true,true,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,1,1:0|2:5,1:2|2:5,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,1,1:0|2:13,1:2|2:13,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRLRRRRR,5,1,a_p,1,1|2|2|1,true,false,false,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,1,1:5|2:2,1:4|2:2,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,1,1:17|2:8,1:16|2:8,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRLRRRRR,5,1,a_p_squared,1,1|2|2|1,true,false,false,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,1,1:5|2:2,1:4|2:2,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,1,1:17|2:8,1:16|2:8,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRLRRRRR,5,1,a_p_squared_minus_p,-4,1|2|2|1,true,false,true,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,1,1:5|2:2,1:9|2:2,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,1,1:17|2:8,1:21|2:8,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRLRRRRR,7,-2,a_p,-2,7|1,true,false,true,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,1,1:16|7:36,1:18|7:36,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,1,1:36|7:64,1:38|7:64,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRLRRRRR,7,-2,a_p_squared,4,7|1,true,false,false,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,1,1:16|7:36,1:12|7:36,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,1,1:36|7:64,1:32|7:64,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRLRRRRR,7,-2,a_p_squared_minus_p,-3,7|1,true,false,true,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,1,1:16|7:36,1:19|7:36,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,1,1:36|7:64,1:39|7:64,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRLRRRRR,13,4,a_p,4,6|1|6|1,true,false,false,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,1,1:5|6:17,1:1|6:17,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,1,1:17|6:37,1:13|6:37,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRLRRRRR,13,4,a_p_squared,16,6|1|6|1,true,false,false,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,1,1:5|6:17,1:-11|6:17,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,1,1:17|6:37,1:1|6:37,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRLRRRRR,13,4,a_p_squared_minus_p,3,6|1|6|1,true,false,false,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,1,1:5|6:17,1:2|6:17,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,1,1:17|6:37,1:14|6:37,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRRLRRR,2,-2,a_p,-2,3,false,true,true,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,-1,1:0|3:4,1:2|3:4,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,-2,1:0|3:4,1:2|3:4,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRRLRRR,2,-2,a_p_squared,4,3,false,true,false,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,-1,1:0|3:4,1:-4|3:4,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,-2,1:0|3:4,1:-4|3:4,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRRLRRR,2,-2,a_p_squared_minus_p,2,3,false,true,false,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,-1,1:0|3:4,1:-2|3:4,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,-2,1:0|3:4,1:-2|3:4,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRRLRRR,3,-1,a_p,-1,3|1,true,false,true,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,-1,1:4|3:1,1:5|3:1,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,-2,1:9/4|3:1/4,1:13/4|3:1/4,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRRLRRR,3,-1,a_p_squared,1,3|1,true,false,false,2*y+1*z,false,NONUNIT_ONLY,1*y-1*z,-1,1:4|3:1,1:3|3:1,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,-2,1:9/4|3:1/4,1:5/4|3:1/4,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRRLRRR,3,-1,a_p_squared_minus_p,-2,3|1,true,false,true,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,-1,1:4|3:1,1:6|3:1,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,-2,1:9/4|3:1/4,1:17/4|3:1/4,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRRLRRR,5,1,a_p,1,3|3,false,true,false,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,-1,1:0|3:25,1:-1|3:25,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,-2,1:0|3:13,1:-1|3:13,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRRLRRR,5,1,a_p_squared,1,3|3,false,true,false,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,-1,1:0|3:25,1:-1|3:25,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,-2,1:0|3:13,1:-1|3:13,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRRLRRR,5,1,a_p_squared_minus_p,-4,3|3,false,true,true,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,-1,1:0|3:25,1:4|3:25,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,-2,1:0|3:13,1:4|3:13,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRRLRRR,7,-2,a_p,-2,1|3|1|3,true,false,true,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,-1,1:2|3:10,1:4|3:10,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,-2,1:13/4|3:17/4,1:21/4|3:17/4,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
