hecke_prime,coefficient_index,a_p,a_n,a_pn,p_times_a_n_over_p,hecke_lhs,eigen_rhs,eigen_relation_exact,generic_control_g_n,generic_control_hecke_lhs,generic_control_eigen_rhs,generic_control_residual,generic_control_relation_exact,generic_control_owner_status,evidence_token
5,57,1,0,0,0,0,0,true,-5,5,-5,10,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
5,58,1,0,0,0,0,0,true,3,2,3,-1,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
5,59,1,5,5,0,5,5,true,7,10,7,3,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
5,60,1,-2,8,-10,-2,-2,true,1,1,1,0,true,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
5,61,1,12,12,0,12,12,true,7,8,7,1,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
5,62,1,-14,-14,0,-14,-14,true,-14,-19,-14,-5,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
5,63,1,4,4,0,4,4,true,0,4,0,4,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
5,64,1,-8,-8,0,-8,-8,true,-3,-8,-3,-5,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,1,-2,1,-2,0,-2,-2,true,1,-2,-2,0,true,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,2,-2,-2,4,0,4,4,true,-7,7,14,-7,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,3,-2,-1,2,0,2,2,true,2,7,-4,11,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,4,-2,2,-4,0,-4,-4,true,4,-9,-8,-1,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,5,-2,1,-2,0,-2,-2,true,4,-7,-8,1,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,6,-2,2,-4,0,-4,-4,true,-3,1,6,-5,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,7,-2,-2,-3,7,4,4,true,-2,7,4,3,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,8,-2,0,0,0,0,0,true,-4,0,8,-8,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,9,-2,-2,4,0,4,4,true,3,0,-6,6,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,10,-2,-2,4,0,4,4,true,3,6,-6,12,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,11,-2,1,-2,0,-2,-2,true,-3,-6,6,-12,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,12,-2,-2,4,0,4,4,true,-2,4,4,0,true,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,13,-2,4,-8,0,-8,-8,true,-1,-5,2,-7,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,14,-2,4,6,-14,-8,-8,true,7,-38,-14,-24,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,15,-2,-1,2,0,2,2,true,1,-3,-2,-1,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,16,-2,-4,8,0,8,8,true,-1,3,2,1,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,17,-2,-2,4,0,4,4,true,-7,9,14,-5,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,18,-2,4,-8,0,-8,-8,true,4,-5,-8,3,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,19,-2,0,0,0,0,0,true,-4,0,8,-8,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,20,-2,2,-4,0,-4,-4,true,7,-8,-14,6,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,21,-2,2,3,-7,-4,-4,true,7,19,-14,33,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,22,-2,-2,4,0,4,4,true,-6,0,12,-12,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,23,-2,-1,2,0,2,2,true,-1,2,2,0,true,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,24,-2,0,0,0,0,0,true,-5,3,10,-7,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,25,-2,-4,8,0,8,8,true,-1,13,2,11,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,26,-2,-8,16,0,16,16,true,-6,11,12,-1,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,27,-2,5,-10,0,-10,-10,true,8,-15,-16,1,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,28,-2,-4,-6,14,8,8,true,-9,27,18,9,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,29,-2,0,0,0,0,0,true,0,3,0,3,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,30,-2,2,-4,0,-4,-4,true,-2,-4,4,-8,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,31,-2,7,-14,0,-14,-14,true,12,-18,-24,6,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,32,-2,8,-16,0,-16,-16,true,13,-14,-26,12,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,33,-2,-1,2,0,2,2,true,-5,-2,10,-12,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,34,-2,4,-8,0,-8,-8,true,4,-8,-8,0,true,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,35,-2,-2,-3,7,4,4,true,-7,28,14,14,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,36,-2,-4,8,0,8,8,true,-1,13,2,11,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,37,-2,3,-6,0,-6,-6,true,5,-11,-10,-1,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,38,-2,0,0,0,0,0,true,3,-5,-6,1,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,39,-2,-4,8,0,8,8,true,-9,13,18,-5,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,40,-2,0,0,0,0,0,true,0,3,0,3,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,41,-2,-8,16,0,16,16,true,-12,16,24,-8,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,42,-2,-4,-6,14,8,8,true,1,-31,-2,-29,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,43,-2,-6,12,0,12,12,true,-1,14,2,12,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,44,-2,2,-4,0,-4,-4,true,-2,-8,4,-12,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,45,-2,-2,4,0,4,4,true,-2,4,4,0,true,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,46,-2,2,-4,0,-4,-4,true,-3,-1,6,-7,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,47,-2,8,-16,0,-16,-16,true,11,-11,-22,11,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,48,-2,4,-8,0,-8,-8,true,6,-13,-12,-1,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,49,-2,-3,20,-14,6,6,true,0,1,0,1,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,50,-2,8,-16,0,-16,-16,true,3,-11,-6,-5,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,51,-2,2,-4,0,-4,-4,true,2,-1,-4,3,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,52,-2,8,-16,0,-16,-16,true,4,-16,-8,-8,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,53,-2,-6,12,0,12,12,true,-1,8,2,6,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,54,-2,-10,20,0,20,20,true,-5,22,10,12,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,55,-2,1,-2,0,-2,-2,true,-3,-6,6,-12,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,56,-2,0,0,0,0,0,true,0,-28,0,-28,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,57,-2,0,0,0,0,0,true,-5,3,10,-7,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,58,-2,0,0,0,0,0,true,3,5,-6,11,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,59,-2,5,-10,0,-10,-10,true,7,-15,-14,-1,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,60,-2,-2,4,0,4,4,true,1,-1,-2,1,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,61,-2,12,-24,0,-24,-24,true,7,-19,-14,-5,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,62,-2,-14,28,0,28,28,true,-14,31,28,3,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,63,-2,4,6,-14,-8,-8,true,0,27,0,27,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
7,64,-2,-8,16,0,16,16,true,-3,12,6,6,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,1,4,1,4,0,4,4,true,1,-1,4,-5,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,2,4,-2,-8,0,-8,-8,true,-7,-6,-28,22,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,3,4,-1,-4,0,-4,-4,true,2,-9,8,-17,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,4,4,2,8,0,8,8,true,4,4,16,-12,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,5,4,1,4,0,4,4,true,4,9,16,-7,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,6,4,2,8,0,8,8,true,-3,8,-12,20,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,7,4,-2,-8,0,-8,-8,true,-2,-5,-8,3,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,8,4,0,0,0,0,0,true,-4,3,-16,19,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,9,4,-2,-8,0,-8,-8,true,3,-8,12,-20,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,10,4,-2,-8,0,-8,-8,true,3,-3,12,-15,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,11,4,1,4,0,4,4,true,-3,0,-12,12,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,12,4,-2,-8,0,-8,-8,true,-2,-13,-8,-5,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,13,4,4,3,13,16,16,true,-1,18,-4,22,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,14,4,4,16,0,16,16,true,7,11,28,-17,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,15,4,-1,-4,0,-4,-4,true,1,-8,4,-12,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,16,4,-4,-16,0,-16,-16,true,-1,-11,-4,-7,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,17,4,-2,-8,0,-8,-8,true,-7,-8,-28,20,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,18,4,4,16,0,16,16,true,4,19,16,3,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,19,4,0,0,0,0,0,true,-4,3,-16,19,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,20,4,2,8,0,8,8,true,7,8,28,-20,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,21,4,2,8,0,8,8,true,7,13,28,-15,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,22,4,-2,-8,0,-8,-8,true,-6,-12,-24,12,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,23,4,-1,-4,0,-4,-4,true,-1,-9,-4,-5,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,24,4,0,0,0,0,0,true,-5,2,-20,22,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,25,4,-4,-16,0,-16,-16,true,-1,-21,-4,-17,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,26,4,-8,-6,-26,-32,-32,true,-6,-101,-24,-77,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,27,4,5,20,0,20,20,true,8,25,32,-7,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,28,4,-4,-16,0,-16,-16,true,-9,-16,-36,20,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,29,4,0,0,0,0,0,true,0,3,0,3,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,30,4,2,8,0,8,8,true,-2,11,-8,19,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,31,4,7,28,0,28,28,true,12,28,48,-20,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,32,4,8,32,0,32,32,true,13,37,52,-15,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,33,4,-1,-4,0,-4,-4,true,-5,-8,-20,12,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,34,4,4,16,0,16,16,true,4,11,16,-5,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,35,4,-2,-8,0,-8,-8,true,-7,-6,-28,22,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,36,4,-4,-16,0,-16,-16,true,-1,-21,-4,-17,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,37,4,3,12,0,12,12,true,5,8,20,-12,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,38,4,0,0,0,0,0,true,3,5,12,-7,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,39,4,-4,-3,-13,-16,-16,true,-9,23,-36,59,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,40,4,0,0,0,0,0,true,0,3,0,3,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,41,4,-8,-32,0,-32,-32,true,-12,-29,-48,19,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,42,4,-4,-16,0,-16,-16,true,1,-16,4,-20,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,43,4,-6,-24,0,-24,-24,true,-1,-19,-4,-15,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,44,4,2,8,0,8,8,true,-2,4,-8,12,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,45,4,-2,-8,0,-8,-8,true,-2,-13,-8,-5,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,46,4,2,8,0,8,8,true,-3,10,-12,22,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,47,4,8,32,0,32,32,true,11,27,44,-17,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,48,4,4,16,0,16,16,true,6,12,24,-12,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,49,4,-3,-12,0,-12,-12,true,0,-7,0,-7,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,50,4,8,32,0,32,32,true,3,32,12,20,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,51,4,2,8,0,8,8,true,2,11,8,3,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,52,4,8,6,26,32,32,true,4,61,16,45,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,53,4,-6,-24,0,-24,-24,true,-1,-24,-4,-20,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,54,4,-10,-40,0,-40,-40,true,-5,-35,-20,-15,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,55,4,1,4,0,4,4,true,-3,0,-12,12,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,56,4,0,0,0,0,0,true,0,-5,0,-5,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,57,4,0,0,0,0,0,true,-5,2,-20,22,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,58,4,0,0,0,0,0,true,3,-5,12,-17,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,59,4,5,20,0,20,20,true,7,16,28,-12,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,60,4,-2,-8,0,-8,-8,true,1,-3,4,-7,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,61,4,12,48,0,48,48,true,7,48,28,20,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,62,4,-14,-56,0,-56,-56,true,-14,-53,-56,3,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,63,4,4,16,0,16,16,true,0,19,0,19,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
13,64,4,-8,-32,0,-32,-32,true,-3,-32,-12,-20,false,NO_GAMMA0_11_QUOTIENT_OWNER,NUMERICALLY_CERTIFIED
