p,kind,replicate,seed,num_cycles,fixed_points,largest_cycle,largest_cycle_fraction,short_threshold,short_cycle_count,short_point_mass,short_point_mass_fraction,cycle_length_gcd,symmetric_cycle_count,symmetric_degree,symmetric_degree_fraction,paired_cycle_pair_count,paired_base_degree
47,uniform_permutation,15,16145877812113828800,6,0,1297,0.5871435038478949,47,4,26,0.011770031688546853,1,,,,,
47,matched_reversible,15,5963037827513515731,51,0,135,0.06111362607514713,47,35,857,0.3879583521955636,1,47,2043,0.9248528746038932,2,83
53,uniform_permutation,0,16575145860072409081,9,1,1161,0.413314346742613,53,5,37,0.013171947312210752,1,,,,,
53,matched_reversible,0,18200818183234284731,57,2,229,0.08152367390530438,53,42,910,0.32395870416518335,1,53,2785,0.9914560341758633,2,12
53,uniform_permutation,1,16296936155428979364,11,1,1817,0.6468494126023496,53,6,39,0.013883944464222144,1,,,,,
53,matched_reversible,1,3235978219693297222,53,0,205,0.07297970808116767,53,32,756,0.26913492346030615,1,53,2809,1.0,0,0
53,uniform_permutation,2,13016295838382699515,6,1,1352,0.48131007475970095,53,2,15,0.00533997864008544,1,,,,,
53,matched_reversible,2,7131446486456602113,57,2,240,0.08543965824136704,53,39,897,0.31933072267710927,1,53,2795,0.9950160199359203,2,7
53,uniform_permutation,3,16589035956396607735,9,1,2582,0.919188323246707,53,7,152,0.05411178355286579,1,,,,,
53,matched_reversible,3,6191066063849778135,59,8,335,0.11925952296190816,53,44,860,0.30615877536489855,1,53,2803,0.9978640085439658,3,3
53,uniform_permutation,4,15342947971367696700,3,1,2797,0.9957280170879317,53,2,12,0.004271982912068352,1,,,,,
53,matched_reversible,4,5579876935723572022,55,1,178,0.06336774652901389,53,32,622,0.2214311142755429,1,53,2805,0.9985760056959773,1,2
53,uniform_permutation,5,2400949562629513384,9,0,1333,0.47454610181559276,53,4,87,0.03097187611249555,1,,,,,
53,matched_reversible,5,2659340679150124365,53,0,319,0.11356354574581702,53,37,981,0.34923460306158777,1,53,2809,1.0,0,0
53,uniform_permutation,6,13034963290091373544,6,1,2566,0.9134923460306159,53,4,42,0.014951940192239232,1,,,,,
53,matched_reversible,6,5350759037107551442,55,2,283,0.10074759700961196,53,39,790,0.28123887504449985,1,53,2783,0.9907440370238519,1,13
53,uniform_permutation,7,7251538501568238893,13,1,1177,0.4190103239587042,53,8,182,0.06479174083303667,1,,,,,
53,matched_reversible,7,17953922062135814637,55,0,189,0.06728373086507654,53,34,876,0.31185475258098966,1,53,2795,0.9950160199359203,1,7
53,uniform_permutation,8,389906303011697446,14,0,1571,0.5592737629049483,53,9,98,0.034887860448558204,1,,,,,
53,matched_reversible,8,5215593308339834740,53,1,227,0.08081167675329298,53,27,590,0.21003915984336063,1,53,2809,1.0,0,0
53,uniform_permutation,9,17412284442940151971,6,2,2783,0.9907440370238519,53,5,26,0.009255962976148096,1,,,,,
53,matched_reversible,9,1762583914564593801,55,1,243,0.08650765396938412,53,38,964,0.34318262726949095,1,53,2793,0.9943040227839088,1,8
53,uniform_permutation,10,3001509077050381680,9,1,2598,0.9248843004627981,53,7,62,0.022071911712353152,1,,,,,
53,matched_reversible,10,9392019363595076129,59,6,234,0.08330366678533285,53,41,709,0.25240299038803843,1,53,2781,0.9900320398718405,3,14
53,uniform_permutation,11,12539156994966945787,9,1,1728,0.6151655393378427,53,6,81,0.028835884656461374,1,,,,,
53,matched_reversible,11,12507645408032660523,53,0,196,0.06977572089711641,53,35,849,0.3022427910288359,1,53,2809,1.0,0,0
53,uniform_permutation,12,8290801905741385223,8,1,2002,0.7127091491634033,53,4,42,0.014951940192239232,1,,,,,
53,matched_reversible,12,2708391867374868592,55,5,265,0.09433962264150944,53,38,965,0.3435386258454966,1,53,2807,0.9992880028479886,1,1
53,uniform_permutation,13,66230456796918375,9,0,1272,0.4528301886792453,53,6,93,0.03310786756852972,1,,,,,
53,matched_reversible,13,13109763076232800994,53,0,198,0.0704877180491278,53,30,623,0.2217871128515486,1,53,2809,1.0,0,0
53,uniform_permutation,14,6080170310743509753,10,0,1979,0.7045211819152724,53,5,46,0.016375934496262016,1,,,,,
53,matched_reversible,14,4738955844794741084,55,0,317,0.11285154859380563,53,38,873,0.3107867568529726,1,53,2805,0.9985760056959773,1,2
53,uniform_permutation,15,4268175939543368730,10,1,1514,0.5389818440726237,53,6,94,0.03346386614453542,1,,,,,
53,matched_reversible,15,17539332394574494055,57,4,229,0.08152367390530438,53,41,849,0.3022427910288359,1,53,2783,0.9907440370238519,2,13
59,uniform_permutation,0,7746881610533337908,11,2,3353,0.9632289571962079,59,10,128,0.036771042803792016,1,,,,,
59,matched_reversible,0,2105675360845411174,61,1,235,0.0675093363975869,59,42,1029,0.2956047112898592,1,59,3477,0.9988509049123815,1,2
59,uniform_permutation,1,4639945397101783631,10,0,1614,0.46365986785406493,59,5,50,0.014363688595231256,1,,,,,
59,matched_reversible,1,17246787399076806559,59,2,207,0.0594656707842574,59,39,921,0.2645791439241597,1,59,3481,1.0,0,0
59,uniform_permutation,2,6660925904684612219,9,1,1223,0.3513358230393565,59,5,74,0.021258259120942258,1,,,,,
59,matched_reversible,2,14503649404867865834,67,2,238,0.06837115771330078,59,47,953,0.27377190462510775,1,59,3451,0.9913817868428613,4,15
59,uniform_permutation,3,8415343968838820206,10,0,1561,0.4484343579431198,59,6,170,0.04883654122378627,1,,,,,
59,matched_reversible,3,15808913650059035952,63,4,330,0.09480034472852629,59,42,810,0.23269175524274635,1,59,3409,0.979316288422867,2,36
59,uniform_permutation,4,13812400010935073973,10,1,2832,0.8135593220338984,59,7,106,0.03045101982189026,1,,,,,
59,matched_reversible,4,10618373614777180704,65,2,271,0.0778511921861534,59,45,1229,0.3530594656707843,1,59,3461,0.9942545245619075,3,10
59,uniform_permutation,5,11605632835357052856,7,0,2311,0.6638896868715887,59,4,60,0.017236426314277506,1,,,,,
59,matched_reversible,5,2633047863421634180,59,2,260,0.07469118069520253,59,38,969,0.27836828497558175,1,59,3481,1.0,0,0
59,uniform_permutation,6,6443862028356535258,4,0,1987,0.57081298477449,59,2,69,0.01982189026141913,1,,,,,
59,matched_reversible,6,5719924427862417228,59,0,235,0.0675093363975869,59,39,1034,0.29704108014938235,1,59,3481,1.0,0,0
59,uniform_permutation,7,14749726902711191894,12,1,2273,0.6529732835392129,59,8,91,0.026141913243320884,1,,,,,
59,matched_reversible,7,3390530851949779346,61,2,281,0.08072392990519965,59,43,895,0.2571100258546395,1,59,3473,0.997701809824763,1,4
59,uniform_permutation,8,3410132436960592616,8,3,3434,0.9864981327204826,59,7,47,0.01350186727951738,1,,,,,
59,matched_reversible,8,1067945296008474564,61,0,239,0.0686584314852054,59,39,969,0.27836828497558175,1,59,3469,0.9965527147371445,1,6
59,uniform_permutation,9,17142986966677592807,7,1,2617,0.7517954610744039,59,3,8,0.002298190175237001,1,,,,,
59,matched_reversible,9,16989402206779795227,63,2,198,0.05688020683711577,59,39,1174,0.3372594082160299,1,59,3473,0.997701809824763,2,4
59,uniform_permutation,10,17618992626975696838,9,0,2521,0.7242171789715599,59,4,30,0.008618213157138753,1,,,,,
59,matched_reversible,10,15371980563245432626,61,2,307,0.08819304797471991,59,42,992,0.2849755817293881,1,59,3475,0.9982763573685722,1,3
59,uniform_permutation,11,5689365880283749732,11,2,1462,0.4199942545245619,59,7,59,0.01694915254237288,1,,,,,
59,matched_reversible,11,9205453634919453981,59,1,370,0.10629129560471129,59,37,885,0.2542372881355932,1,59,3481,1.0,0,0
59,uniform_permutation,12,4376389309778117858,14,0,1702,0.48893995978167193,59,7,157,0.04510198218902614,1,,,,,
59,matched_reversible,12,11582839392391192606,61,4,238,0.06837115771330078,59,42,1085,0.3116920425165182,1,59,3479,0.9994254524561907,1,1
59,uniform_permutation,13,7276598958158478649,8,0,2318,0.665900603274921,59,4,96,0.02757828210284401,1,,,,,
59,matched_reversible,13,6883477286255810052,65,3,167,0.047974719908072394,59,42,1000,0.2872737719046251,1,59,3423,0.9833381212295318,3,29
59,uniform_permutation,14,13448888198316028114,9,0,1138,0.3269175524274634,59,4,23,0.006607296753806378,1,,,,,
59,matched_reversible,14,2053783657889405992,65,5,300,0.08618213157138753,59,45,1062,0.3050847457627119,1,59,3453,0.9919563343866705,3,14
59,uniform_permutation,15,6529714399887083055,7,1,3186,0.9152542372881356,59,4,49,0.01407641482332663,1,,,,,
59,matched_reversible,15,7180727167482572642,63,1,284,0.08158575122091354,59,42,1070,0.30738293593794885,1,59,3433,0.986210858948578,2,24
61,uniform_permutation,0,9536693310086056390,11,0,1888,0.5073904864283795,61,6,83,0.022305831765654396,1,,,,,
61,matched_reversible,0,2028861796038625080,69,4,391,0.10507927976350444,61,46,789,0.21203977425423273,1,61,3667,0.9854877721042731,4,27
61,uniform_permutation,1,3999251786378566087,7,1,2927,0.7866165009406073,61,4,51,0.013705993012631014,1,,,,,
61,matched_reversible,1,11117009545423069332,61,0,265,0.07121741467347487,61,40,957,0.2571889277076055,1,61,3721,1.0,0,0
61,uniform_permutation,2,10923449150257370756,7,1,3347,0.8994893845740393,61,5,77,0.02069336199946251,1,,,,,
61,matched_reversible,2,13023295182592267643,65,4,245,0.06584251545283526,61,39,848,0.2278957269551196,1,61,3717,0.998925020155872,2,2
61,uniform_permutation,3,6634676659543174774,11,0,1273,0.3421123353937114,61,4,24,0.0064498790647675355,1,,,,,
61,matched_reversible,3,14168775378168857892,67,1,225,0.060467616232195646,61,42,1091,0.2932007524858909,1,61,3663,0.9844127922601451,3,29
61,uniform_permutation,4,10871004858129957926,6,1,1698,0.45632894383230316,61,3,12,0.0032249395323837677,1,,,,,
61,matched_reversible,4,14293504357469837595,65,2,279,0.0749798441279226,61,45,1136,0.30529427573233003,1,61,3699,0.9940876108572965,2,11
61,uniform_permutation,5,13186693747877113962,8,1,2871,0.7715667831228165,61,3,6,0.0016124697661918839,1,,,,,
61,matched_reversible,5,6058242730802696776,65,3,225,0.060467616232195646,61,41,929,0.24966406879871003,1,61,3653,0.9817253426498254,2,34
61,uniform_permutation,6,6919737576316209487,9,1,2592,0.6965869389948939,61,5,87,0.023380811609782316,1,,,,,
61,matched_reversible,6,8343182761477195681,61,0,255,0.06852996506315506,61,37,836,0.22467078742273583,1,61,3721,1.0,0,0
61,uniform_permutation,7,2018224309482797726,10,1,3411,0.916689062080086,61,8,121,0.03251814028486966,1,,,,,
61,matched_reversible,7,12839614851899144431,61,2,271,0.07282988443966676,61,36,966,0.2596076323568933,1,61,3721,1.0,0,0
61,uniform_permutation,8,5108749078435627967,8,2,3486,0.9368449341574846,61,6,93,0.0249932813759742,1,,,,,
61,matched_reversible,8,11358727291909616315,63,0,300,0.08062348830959419,61,42,1137,0.305563020693362,1,61,3717,0.998925020155872,1,2
61,uniform_permutation,9,14315390630481265558,12,2,1730,0.46492878258532655,61,7,56,0.015049717817790917,1,,,,,
61,matched_reversible,9,10210899422248117469,65,1,201,0.05401773716742811,61,42,988,0.26552002149959686,1,61,3675,0.9876377317925289,2,23
61,uniform_permutation,10,5766497302232651447,12,3,2646,0.7110991668906208,61,6,33,0.008868583714055361,1,,,,,
61,matched_reversible,10,164099901170510308,63,4,223,0.059930126310131684,61,43,1294,0.34775597957538296,1,61,3719,0.9994625100779361,1,1
61,uniform_permutation,11,9292846444036228957,5,0,2712,0.7288363343187315,61,1,9,0.002418704649287826,1,,,,,
61,matched_reversible,11,10258316010608088323,61,0,298,0.08008599838753024,61,39,1072,0.28809459822628325,1,61,3721,1.0,0,0
61,uniform_permutation,12,16090591328636652051,11,1,2179,0.5855952700886858,61,6,43,0.011556033324375168,1,,,,,
61,matched_reversible,12,2546578290222674554,65,1,307,0.08250470303681806,61,44,1012,0.27196990056436443,1,61,3659,0.9833378124160173,2,31
61,uniform_permutation,13,9176167311792430440,7,1,2119,0.569470572426767,61,3,46,0.01236226820747111,1,,,,,
61,matched_reversible,13,17090224487912625239,61,1,265,0.07121741467347487,61,36,995,0.26740123622682077,1,61,3721,1.0,0,0
61,uniform_permutation,14,7085637219665893561,9,2,1362,0.36603063692555765,61,5,111,0.029830690674549853,1,,,,,
61,matched_reversible,14,14409649597366751399,61,1,259,0.06960494490728299,61,39,955,0.2566514377855415,1,61,3721,1.0,0,0
61,uniform_permutation,15,17896333177938224595,8,0,1383,0.3716742811072292,61,4,72,0.019349637194302608,1,,,,,
61,matched_reversible,15,6481323919785362923,65,0,250,0.06718624025799516,61,41,958,0.25745767266863745,1,61,3667,0.9854877721042731,2,27
67,uniform_permutation,0,6821149629653924705,8,0,3519,0.7839162396970372,67,4,18,0.004009801737580753,1,,,,,
67,matched_reversible,0,5001970276429699298,73,5,292,0.06504789485408777,67,47,1159,0.2581866785475607,1,67,4465,0.9946535976832257,3,12
67,uniform_permutation,1,4015181592765204818,4,1,2426,0.540432167520606,67,2,4,0.0008910670527957229,1,,,,,
67,matched_reversible,1,7780452205771212579,69,1,270,0.06014702606371129,67,42,1193,0.26576074849632436,1,67,4475,0.9968812653152149,1,7
67,uniform_permutation,2,5160685029363644080,3,0,3758,0.8371574961015816,67,1,46,0.010247271107150813,1,,,,,
67,matched_reversible,2,713575665410751587,67,0,444,0.09890844286032524,67,46,1151,0.25640454444196925,1,67,4489,1.0,0,0
67,uniform_permutation,3,17897149961211855717,9,1,1918,0.4272666518155491,67,5,127,0.0282913789262642,1,,,,,
67,matched_reversible,3,5239394501515661422,75,3,248,0.05524615727333482,67,50,1267,0.28224548897304524,1,67,4427,0.9861884606816663,4,31
67,uniform_permutation,4,9586698639218291247,5,0,4403,0.9808420583648919,67,4,86,0.01915794163510804,1,,,,,
67,matched_reversible,4,2611629235343491976,71,1,364,0.08108710180441078,67,46,1210,0.2695477834707062,1,67,4379,0.9754956560481176,2,55
67,uniform_permutation,5,6918366052412781771,7,0,2591,0.5771886834484294,67,3,16,0.0035642682111828917,1,,,,,
67,matched_reversible,5,14228973368528740012,69,0,401,0.08932947204277122,67,42,1184,0.26375584762753396,1,67,4447,0.9906437959456449,1,21
67,uniform_permutation,6,8049220525577714760,8,0,3162,0.704388505235019,67,3,74,0.016484740476720872,1,,,,,
67,matched_reversible,6,10571304154840785746,71,3,310,0.06905769659166852,67,49,1271,0.2831365560258409,1,67,4427,0.9861884606816663,2,31
67,uniform_permutation,7,4761612033845661314,9,0,2087,0.4649142347961684,67,1,7,0.001559367342392515,1,,,,,
67,matched_reversible,7,16356474135737111201,71,0,426,0.09489864112274449,67,47,1349,0.30051236355535754,1,67,4451,0.9915348629984406,2,19
67,uniform_permutation,8,17454268614619780209,9,1,3034,0.6758743595455559,67,3,48,0.010692804633548674,1,,,,,
67,matched_reversible,8,7443443144580963832,69,2,256,0.05702829137892627,67,41,1324,0.29494319447538425,1,67,4487,0.9995544664736021,1,1
67,uniform_permutation,9,2900181940587298263,11,0,2087,0.4649142347961684,67,6,189,0.04210291824459791,1,,,,,
67,matched_reversible,9,18238266193536886425,69,0,253,0.05635999108932947,67,41,1204,0.2682111828915126,1,67,4485,0.9991089329472043,1,2
67,uniform_permutation,10,13842980254495087148,10,3,1802,0.40142570728447313,67,5,32,0.007128536422365783,1,,,,,
67,matched_reversible,10,10127749815934046824,73,7,398,0.08866117175317442,67,52,1201,0.2675428826019158,1,67,4473,0.9964357317888171,3,8
67,uniform_permutation,11,14770284154579026885,7,0,2183,0.48629984406326576,67,0,0,0.0,1,,,,,
67,matched_reversible,11,10122018702439050308,69,1,249,0.05546892403653375,67,46,1463,0.32590777456003567,1,67,4423,0.9852973936288706,1,33
67,uniform_permutation,12,17526362852880556598,6,2,3193,0.7112942748941858,67,2,2,0.00044553352639786146,1,,,,,
67,matched_reversible,12,5017419798998956804,67,1,329,0.07329026509244821,67,46,1414,0.314992203163288,1,67,4489,1.0,0,0
67,uniform_permutation,13,5324244796249964465,7,1,3005,0.6694141234127868,67,4,15,0.003341501447983961,1,,,,,
67,matched_reversible,13,12586550934454183204,67,2,430,0.09578970817554021,67,44,1363,0.30363109824014256,1,67,4489,1.0,0,0
67,uniform_permutation,14,4431855683916355610,9,1,2056,0.45800846513700155,67,6,160,0.035642682111828916,1,,,,,
67,matched_reversible,14,15191293764358028955,67,0,466,0.10380931165070172,67,44,1188,0.2646469146803297,1,67,4489,1.0,0,0
67,uniform_permutation,15,5186878132089687258,20,1,1834,0.40855424370683896,67,13,203,0.04522165292938293,1,,,,,
67,matched_reversible,15,9327667789418285124,69,1,360,0.08019603475161506,67,45,1240,0.2762307863666741,1,67,4473,0.9964357317888171,1,8
71,uniform_permutation,0,5068749050040996766,13,2,3521,0.6984725252926006,71,7,31,0.00614957349732196,1,,,,,
71,matched_reversible,0,7099840476073815166,75,5,297,0.05891688157111684,71,50,1348,0.2674072604641936,1,71,5037,0.9992065066455068,2,2
71,uniform_permutation,1,17363420037703756048,9,0,1844,0.36580043642134497,71,4,50,0.00991866693116445,1,,,,,
71,matched_reversible,1,12409416689311054946,73,3,424,0.08411029557627454,71,46,1290,0.25590160682404284,1,71,5039,0.9996032533227535,1,1
71,uniform_permutation,2,11683404127970504673,9,1,3264,0.6474905772664153,71,6,92,0.018250347153342592,1,,,,,
71,matched_reversible,2,8021083358818811471,73,0,200,0.0396746677246578,71,44,1502,0.29795675461218013,1,71,4909,0.9738147193017258,1,66
71,uniform_permutation,3,18044658703092570436,9,0,2319,0.46002777226740726,71,5,155,0.0307478674866098,1,,,,,
71,matched_reversible,3,11328684178620904479,77,1,382,0.07577861535409641,71,48,1331,0.2640349137075977,1,71,4913,0.974608212656219,3,64
71,uniform_permutation,4,15526290365755543107,11,1,2415,0.479071612775243,71,6,115,0.02281293394167824,1,,,,,
71,matched_reversible,4,13725269669698252405,73,2,459,0.09105336242808966,71,49,1453,0.28823646101963896,1,71,4921,0.9761951993652053,1,60
71,uniform_permutation,5,9139147992538488672,9,0,2810,0.5574290815314422,71,4,44,0.008728426899424718,1,,,,,
71,matched_reversible,5,14765529790992790860,71,0,628,0.12457845665542551,71,44,1206,0.23923824637968658,1,71,5041,1.0,0,0
71,uniform_permutation,6,13790363125424541849,10,1,2331,0.4624082523308867,71,4,41,0.00813330688355485,1,,,,,
71,matched_reversible,6,3839256415908063606,73,1,275,0.05455266812140448,71,49,1656,0.32850624876016665,1,71,4981,0.9880975996826027,1,30
71,uniform_permutation,7,8431247299958434501,10,0,3446,0.683594524895854,71,6,70,0.013886133703630232,1,,,,,
71,matched_reversible,7,17131624394284310894,75,1,358,0.07101765522713747,71,52,1204,0.23884149970243998,1,71,4969,0.9857171196191232,2,36
71,uniform_permutation,8,4660570056923547110,12,3,3153,0.6254711366792303,71,8,96,0.01904384050783575,1,,,,,
71,matched_reversible,8,11183301844295634281,73,1,318,0.06308272168220591,71,45,1305,0.25887720690339217,1,71,4893,0.9706407458837533,1,74
71,uniform_permutation,9,10110948660757749550,16,1,1917,0.38028169014084506,71,10,135,0.026780400714144018,1,,,,,
71,matched_reversible,9,6243787639534692792,71,2,307,0.06090061495734973,71,45,1602,0.317794088474509,1,71,5041,1.0,0,0
71,uniform_permutation,10,8637350924140312119,7,2,3268,0.6482840706209085,71,4,27,0.0053560801428288035,1,,,,,
71,matched_reversible,10,3182090145381038847,75,0,498,0.09878992263439794,71,53,1576,0.3126363816703035,1,71,5025,0.9968260265820273,2,8
71,uniform_permutation,11,15648291638370235770,14,2,3296,0.6538385241023607,71,7,90,0.017853600476096014,1,,,,,
71,matched_reversible,11,6323820521278169986,75,6,477,0.09462408252330887,71,50,1165,0.23110493949613173,1,71,5031,0.9980162666137671,2,5
71,uniform_permutation,12,4989521477301110066,12,0,2451,0.4862130529656814,71,4,57,0.011307280301527474,1,,,,,
71,matched_reversible,12,10825506495630163337,71,0,262,0.05197381471930172,71,47,1565,0.3104542749454473,1,71,5041,1.0,0,0
71,uniform_permutation,13,2070201410045253070,11,1,4095,0.8123388216623686,71,6,59,0.011704026978774052,1,,,,,
71,matched_reversible,13,8849221805153939374,77,3,306,0.06070224161872644,71,52,1405,0.2787145407657211,1,71,5029,0.9976195199365205,3,6
71,uniform_permutation,14,10280428520319738838,6,0,4959,0.9837333862328903,71,5,82,0.0162666137671097,1,,,,,
71,matched_reversible,14,4008757177630721195,77,2,253,0.050188454671692126,71,52,1423,0.2822852608609403,1,71,5003,0.992461813132315,3,19
71,uniform_permutation,15,12183558482763956672,9,1,2547,0.5052568934735172,71,6,107,0.021225947232691927,1,,,,,
71,matched_reversible,15,14453793004569111270,77,2,240,0.047609601269589366,71,47,1375,0.2727633406070224,1,71,4961,0.9841301329101368,3,40
73,uniform_permutation,0,17948567485041250746,15,3,3850,0.722462000375305,73,10,214,0.040157628072809155,1,,,,,
73,matched_reversible,0,3189427997345635326,75,4,504,0.09457684368549446,73,48,1351,0.2535184837680616,1,73,5327,0.99962469506474,1,1
73,uniform_permutation,1,2845960765759126821,7,0,2357,0.4422968662037906,73,3,85,0.015950459748545694,1,,,,,
73,matched_reversible,1,7428367935722428203,79,1,293,0.054982173015575155,73,52,1527,0.28654531807093264,1,73,5255,0.9861137173953838,3,37
73,uniform_permutation,2,10065353707974656535,7,1,3056,0.5734659410771251,73,4,41,0.0076937511728279225,1,,,,,
73,matched_reversible,2,5223357095755177207,79,1,302,0.056671045224244695,73,55,1630,0.3058735222368174,1,73,5229,0.981234753237005,3,50
73,uniform_permutation,3,10781236455395811453,4,0,5246,0.9844248451867142,73,3,83,0.015575154813285795,1,,,,,
73,matched_reversible,3,18296336813738424646,73,1,450,0.0844436104334772,73,48,1276,0.23944454869581536,1,73,5329,1.0,0,0
73,uniform_permutation,4,7913143700951017545,9,1,3721,0.6982548320510414,73,6,81,0.015199849878025896,1,,,,,
73,matched_reversible,4,12703880768224914547,83,2,363,0.06811784574967161,73,56,1408,0.26421467442296864,1,73,5199,0.9756051792081066,5,65
73,uniform_permutation,5,12649919391971409841,10,0,3757,0.7050103208857197,73,4,37,0.0069431413023081255,1,,,,,
73,matched_reversible,5,1874466232584268616,77,2,315,0.05911052730343404,73,52,1689,0.3169450178269844,1,73,5307,0.9958716457121412,2,11
73,uniform_permutation,6,13055583004191526792,10,0,4058,0.7614937136423344,73,5,87,0.01632576468380559,1,,,,,
73,matched_reversible,6,16681572434374615949,73,1,262,0.04916494651904672,73,44,1441,0.27040720585475697,1,73,5329,1.0,0,0
73,uniform_permutation,7,10153677432423418093,8,0,2503,0.4696941264777632,73,5,69,0.012948020266466504,1,,,,,
73,matched_reversible,7,1060149108215070598,75,2,368,0.06905610808782135,73,42,1105,0.20735597673109402,1,73,5275,0.9898667667479827,1,27
73,uniform_permutation,8,1025274588840884102,11,1,1924,0.3610433477200225,73,6,114,0.021392381309814225,1,,,,,
73,matched_reversible,8,15540366286451870360,75,0,295,0.05535747795083505,73,46,1518,0.2848564458622631,1,73,5313,0.9969975605179208,1,8
73,uniform_permutation,9,3065735130566380947,7,2,4622,0.8673297053856258,73,4,52,0.009757928316757366,1,,,,,
73,matched_reversible,9,4229119283336178770,75,1,474,0.08894726965659598,73,53,1633,0.30643647963970727,1,73,5323,0.9988740851942203,1,3
73,uniform_permutation,10,14038782260928716708,12,1,1655,0.3105648339275662,73,5,83,0.015575154813285795,1,,,,,
73,matched_reversible,10,2066079506671687113,77,0,306,0.0574216550947645,73,45,1016,0.1906549071120285,1,73,5281,0.9909926815537624,2,24
73,uniform_permutation,11,4387397262465745683,3,0,5286,0.9919309438919122,73,2,43,0.008069056108087821,1,,,,,
73,matched_reversible,11,16848664275849866646,77,2,377,0.0707449802964909,73,53,1601,0.30043160067554886,1,73,5255,0.9861137173953838,2,37
73,uniform_permutation,12,17333342629563767265,9,0,2697,0.5060987051979734,73,1,2,0.0003753049352598987,1,,,,,
73,matched_reversible,12,6847052588958635483,73,2,291,0.05460686808031526,73,46,1417,0.26590354663163823,1,73,5329,1.0,0,0
73,uniform_permutation,13,13915651424896873572,6,1,4255,0.7984612497654344,73,4,53,0.009945580784387315,1,,,,,
73,matched_reversible,13,617744706363344103,77,4,305,0.057234002627134545,73,46,1269,0.2381309814224057,1,73,5293,0.9932445111653219,2,18
73,uniform_permutation,14,6751857550185265505,7,0,4803,0.9012948020266467,73,5,155,0.029086132482642146,1,,,,,
73,matched_reversible,14,8395930960088948165,79,8,305,0.057234002627134545,73,51,1398,0.2623381497466692,1,73,5321,0.9984987802589604,3,4
73,uniform_permutation,15,13434906018213897066,10,1,3473,0.651717020078814,73,5,71,0.013323325201726403,1,,,,,
73,matched_reversible,15,6935761077862251063,75,3,520,0.09757928316757365,73,48,1535,0.2880465378119722,1,73,5327,0.99962469506474,1,1
79,uniform_permutation,0,8967843995749293195,11,3,4514,0.7232815253965711,79,6,20,0.003204614645088928,1,,,,,
79,matched_reversible,0,368572869504399777,81,4,387,0.062009293382470757,79,51,1568,0.25124178817497195,1,79,6239,0.9996795385354911,1,1
79,uniform_permutation,1,8112196607605758081,8,0,3277,0.5250761095978209,79,3,117,0.01874699567377023,1,,,,,
79,matched_reversible,1,5954965082571315319,85,4,444,0.0711424451209742,79,56,1760,0.2820060887678257,1,79,6223,0.99711584681942,3,9
79,uniform_permutation,2,11421976673396908373,8,1,3706,0.5938150937349783,79,3,29,0.004646691235378946,1,,,,,
79,matched_reversible,2,13582465550388856644,83,3,284,0.045505527960262776,79,56,1923,0.30812369812530044,1,79,5851,0.9375100144207659,2,195
79,uniform_permutation,3,3889693582159273458,11,1,2515,0.4029802916199327,79,7,51,0.008171767344976766,1,,,,,
79,matched_reversible,3,18136350912144906845,81,0,333,0.05335683384073065,79,47,1596,0.25572824867809646,1,79,6201,0.9935907707098222,1,20
79,uniform_permutation,4,18196438306180764224,6,1,5271,0.844576189713187,79,3,36,0.0057683063611600706,1,,,,,
79,matched_reversible,4,5784668062986172882,83,2,322,0.05159429578593174,79,52,1543,0.2472360198686108,1,79,6213,0.9955135394968755,2,14
79,uniform_permutation,5,12477095627612816441,9,1,4054,0.6495753885595257,79,4,62,0.009934305399775677,1,,,,,
79,matched_reversible,5,18035031685827092021,81,2,402,0.06441275436628745,79,51,1720,0.27559685947764784,1,79,6239,0.9996795385354911,1,1
79,uniform_permutation,6,12104257173115126527,14,0,5432,0.8703733376061529,79,10,193,0.030924531325108157,1,,,,,
79,matched_reversible,6,12294497969479206243,85,4,387,0.062009293382470757,79,57,1488,0.23842332959461623,1,79,6219,0.9964749238904022,3,11
79,uniform_permutation,7,17263527677179638629,9,1,5735,0.9189232494792501,79,6,99,0.015862842493190196,1,,,,,
79,matched_reversible,7,3317121273845339334,83,0,306,0.0490306040698606,79,54,1736,0.27816055119371896,1,79,6209,0.9948726165678577,2,16
79,uniform_permutation,8,14951076647500197718,11,0,5846,0.9367088607594937,79,8,90,0.014420765902900177,1,,,,,
79,matched_reversible,8,4088559054044499894,85,2,315,0.050472680660150614,79,56,1814,0.2906585483095658,1,79,6203,0.9939112321743311,3,19
79,uniform_permutation,9,12860048764265135691,18,3,2272,0.3640442236821022,79,10,196,0.03140522352187149,1,,,,,
79,matched_reversible,9,10729436520456286880,83,5,262,0.04198045185066496,79,53,1957,0.3135715430219516,1,79,6231,0.9983976926774555,2,5
79,uniform_permutation,10,5134640442793120201,10,0,2876,0.46082358596378786,79,7,120,0.01922768787053357,1,,,,,
79,matched_reversible,10,17166942715784115601,79,3,331,0.05303637237622176,79,48,1694,0.2714308604390322,1,79,6241,1.0,0,0
79,uniform_permutation,11,3266579470875035626,8,0,4596,0.7364204454414357,79,3,44,0.007050152219195641,1,,,,,
79,matched_reversible,11,1610954008889209,81,0,454,0.07274475244351866,79,52,1661,0.2661432462746355,1,79,6221,0.9967953853549111,1,10
79,uniform_permutation,12,12189393379533504374,10,2,3433,0.5500721038295145,79,5,53,0.00849222880948566,1,,,,,
