schema_version,row_id,control_family,owner_case,q_class,q_model_size,epsilon,input_id,input_norm,coordinate_norm_class,multiplier_member,algebra_member,finite_c0_member,tail_window_size,quotient_distance,quotient_image_nonzero,quotient_map_injective,gauge_id,gauge_lhs_exp_mod24,gauge_rhs_exp_mod24,gauge_commutes,max_evidence_status,reduced_evidence_status,cardinality_credit_owner,topology_owner,fixed_prime_branch,evidence_scope,summary_artifact,summary_rows,summary_columns,summary_negative_rows,summary_test_methods,case_kind,negative_reason,fixture,violated_lock,expected_detector,observed_detector,oracle,tolerance,status
paper13-circle-twists-controls/2,V2-0046,FINITE_TAIL_QUOTIENT_MODEL,FINITE_QUOTIENT_CORE2_TAIL3,FINITE_QUOTIENT_MODEL,5,r,ONE,1,CONSTANT_1,,,,3,1,true,true,,,,,,FINITE_TAIL_REDUCED_QUOTIENT_MODEL_ONLY,NOT_APPLICABLE,NO_ACTUAL_OR_STANDARD_OWNER_FINITE_MODEL,NOT_APPLICABLE,FINITE_IDEAL_QUOTIENT_MODEL_NOT_MULTIPLIER_CORONA_PROOF,,,,,,DIAGNOSTIC,,,,,,FINITE_TAIL_SUP_QUOTIENT_DISTANCE,0,PASS
paper13-circle-twists-controls/2,V2-0047,FINITE_TAIL_QUOTIENT_MODEL,FINITE_QUOTIENT_CORE2_TAIL3,FINITE_QUOTIENT_MODEL,5,max,I,1,CONSTANT_1,,,,3,1,true,true,,,,,FINITE_TAIL_MAX_QUOTIENT_MODEL_ONLY,,NOT_APPLICABLE,NO_ACTUAL_OR_STANDARD_OWNER_FINITE_MODEL,NOT_APPLICABLE,FINITE_IDEAL_QUOTIENT_MODEL_NOT_MULTIPLIER_CORONA_PROOF,,,,,,DIAGNOSTIC,,,,,,FINITE_TAIL_SUP_QUOTIENT_DISTANCE,0,PASS
paper13-circle-twists-controls/2,V2-0048,FINITE_TAIL_QUOTIENT_MODEL,FINITE_QUOTIENT_CORE2_TAIL3,FINITE_QUOTIENT_MODEL,5,r,I,1,CONSTANT_1,,,,3,1,true,true,,,,,,FINITE_TAIL_REDUCED_QUOTIENT_MODEL_ONLY,NOT_APPLICABLE,NO_ACTUAL_OR_STANDARD_OWNER_FINITE_MODEL,NOT_APPLICABLE,FINITE_IDEAL_QUOTIENT_MODEL_NOT_MULTIPLIER_CORONA_PROOF,,,,,,DIAGNOSTIC,,,,,,FINITE_TAIL_SUP_QUOTIENT_DISTANCE,0,PASS
paper13-circle-twists-controls/2,V2-0049,GAUGE_COMMUTATION_MODEL,GENERIC_ORIGIN_FREE_COMPONENT_GAUGE_TERM,FINITE_SYMBOLIC_COMPONENT,1,max,TERM_MINUS1,1,CONSTANT_1,,,,,,,,ALPHA_K_MINUS6,6,6,true,DENSE_MAX_GAUGE_IDENTITY_EXTENSION_REQUIRES_PROOF,,NOT_APPLICABLE,ORIGIN_FREE_COMPONENT_OWNER,GENERIC_NOT_FIXED_PRIME,FINITE_GAUGE_TERM_DIAGNOSTIC_NOT_COMPLETION_SQUARE_PROOF,,,,,,DIAGNOSTIC,,K=-6;T=-1;TAU=ONE;ORIENTATION=SIGMA_OVERLINE_TAU_EQ_DELTA_ALPHA,,,,FROZEN_COMPONENT_DIAGONAL_GAUGE_TERM,0,PASS
paper13-circle-twists-controls/2,V2-0050,GAUGE_COMMUTATION_MODEL,GENERIC_ORIGIN_FREE_COMPONENT_GAUGE_TERM,FINITE_SYMBOLIC_COMPONENT,1,r,TERM_MINUS1,1,CONSTANT_1,,,,,,,,ALPHA_K_MINUS6,6,6,true,,DENSE_REDUCED_GAUGE_IDENTITY_EXTENSION_REQUIRES_PROOF,NOT_APPLICABLE,ORIGIN_FREE_COMPONENT_OWNER,GENERIC_NOT_FIXED_PRIME,FINITE_GAUGE_TERM_DIAGNOSTIC_NOT_COMPLETION_SQUARE_PROOF,,,,,,DIAGNOSTIC,,K=-6;T=-1;TAU=ONE;ORIENTATION=SIGMA_OVERLINE_TAU_EQ_DELTA_ALPHA,,,,FROZEN_COMPONENT_DIAGONAL_GAUGE_TERM,0,PASS
paper13-circle-twists-controls/2,V2-0051,GAUGE_COMMUTATION_MODEL,GENERIC_ORIGIN_FREE_COMPONENT_GAUGE_TERM,FINITE_SYMBOLIC_COMPONENT,1,max,TERM_0,1,CONSTANT_1,,,,,,,,ALPHA_K_MINUS6,0,0,true,DENSE_MAX_GAUGE_IDENTITY_EXTENSION_REQUIRES_PROOF,,NOT_APPLICABLE,ORIGIN_FREE_COMPONENT_OWNER,GENERIC_NOT_FIXED_PRIME,FINITE_GAUGE_TERM_DIAGNOSTIC_NOT_COMPLETION_SQUARE_PROOF,,,,,,DIAGNOSTIC,,K=-6;T=0;TAU=ONE;ORIENTATION=SIGMA_OVERLINE_TAU_EQ_DELTA_ALPHA,,,,FROZEN_COMPONENT_DIAGONAL_GAUGE_TERM,0,PASS
paper13-circle-twists-controls/2,V2-0052,GAUGE_COMMUTATION_MODEL,GENERIC_ORIGIN_FREE_COMPONENT_GAUGE_TERM,FINITE_SYMBOLIC_COMPONENT,1,r,TERM_0,1,CONSTANT_1,,,,,,,,ALPHA_K_MINUS6,0,0,true,,DENSE_REDUCED_GAUGE_IDENTITY_EXTENSION_REQUIRES_PROOF,NOT_APPLICABLE,ORIGIN_FREE_COMPONENT_OWNER,GENERIC_NOT_FIXED_PRIME,FINITE_GAUGE_TERM_DIAGNOSTIC_NOT_COMPLETION_SQUARE_PROOF,,,,,,DIAGNOSTIC,,K=-6;T=0;TAU=ONE;ORIENTATION=SIGMA_OVERLINE_TAU_EQ_DELTA_ALPHA,,,,FROZEN_COMPONENT_DIAGONAL_GAUGE_TERM,0,PASS
paper13-circle-twists-controls/2,V2-0053,GAUGE_COMMUTATION_MODEL,GENERIC_ORIGIN_FREE_COMPONENT_GAUGE_TERM,FINITE_SYMBOLIC_COMPONENT,1,max,TERM_1,1,CONSTANT_1,,,,,,,,ALPHA_K_MINUS6,6,6,true,DENSE_MAX_GAUGE_IDENTITY_EXTENSION_REQUIRES_PROOF,,NOT_APPLICABLE,ORIGIN_FREE_COMPONENT_OWNER,GENERIC_NOT_FIXED_PRIME,FINITE_GAUGE_TERM_DIAGNOSTIC_NOT_COMPLETION_SQUARE_PROOF,,,,,,DIAGNOSTIC,,K=-6;T=1;TAU=ONE;ORIENTATION=SIGMA_OVERLINE_TAU_EQ_DELTA_ALPHA,,,,FROZEN_COMPONENT_DIAGONAL_GAUGE_TERM,0,PASS
paper13-circle-twists-controls/2,V2-0054,GAUGE_COMMUTATION_MODEL,GENERIC_ORIGIN_FREE_COMPONENT_GAUGE_TERM,FINITE_SYMBOLIC_COMPONENT,1,r,TERM_1,1,CONSTANT_1,,,,,,,,ALPHA_K_MINUS6,6,6,true,,DENSE_REDUCED_GAUGE_IDENTITY_EXTENSION_REQUIRES_PROOF,NOT_APPLICABLE,ORIGIN_FREE_COMPONENT_OWNER,GENERIC_NOT_FIXED_PRIME,FINITE_GAUGE_TERM_DIAGNOSTIC_NOT_COMPLETION_SQUARE_PROOF,,,,,,DIAGNOSTIC,,K=-6;T=1;TAU=ONE;ORIENTATION=SIGMA_OVERLINE_TAU_EQ_DELTA_ALPHA,,,,FROZEN_COMPONENT_DIAGONAL_GAUGE_TERM,0,PASS
paper13-circle-twists-controls/2,V2-0055,GAUGE_COMMUTATION_MODEL,GENERIC_ORIGIN_FREE_COMPONENT_GAUGE_TERM,FINITE_SYMBOLIC_COMPONENT,1,max,TERM_MINUS1,1,CONSTANT_1,,,,,,,,ALPHA_K_MINUS1,1,1,true,DENSE_MAX_GAUGE_IDENTITY_EXTENSION_REQUIRES_PROOF,,NOT_APPLICABLE,ORIGIN_FREE_COMPONENT_OWNER,GENERIC_NOT_FIXED_PRIME,FINITE_GAUGE_TERM_DIAGNOSTIC_NOT_COMPLETION_SQUARE_PROOF,,,,,,DIAGNOSTIC,,K=-1;T=-1;TAU=ONE;ORIENTATION=SIGMA_OVERLINE_TAU_EQ_DELTA_ALPHA,,,,FROZEN_COMPONENT_DIAGONAL_GAUGE_TERM,0,PASS
paper13-circle-twists-controls/2,V2-0056,GAUGE_COMMUTATION_MODEL,GENERIC_ORIGIN_FREE_COMPONENT_GAUGE_TERM,FINITE_SYMBOLIC_COMPONENT,1,r,TERM_MINUS1,1,CONSTANT_1,,,,,,,,ALPHA_K_MINUS1,1,1,true,,DENSE_REDUCED_GAUGE_IDENTITY_EXTENSION_REQUIRES_PROOF,NOT_APPLICABLE,ORIGIN_FREE_COMPONENT_OWNER,GENERIC_NOT_FIXED_PRIME,FINITE_GAUGE_TERM_DIAGNOSTIC_NOT_COMPLETION_SQUARE_PROOF,,,,,,DIAGNOSTIC,,K=-1;T=-1;TAU=ONE;ORIENTATION=SIGMA_OVERLINE_TAU_EQ_DELTA_ALPHA,,,,FROZEN_COMPONENT_DIAGONAL_GAUGE_TERM,0,PASS
paper13-circle-twists-controls/2,V2-0057,GAUGE_COMMUTATION_MODEL,GENERIC_ORIGIN_FREE_COMPONENT_GAUGE_TERM,FINITE_SYMBOLIC_COMPONENT,1,max,TERM_0,1,CONSTANT_1,,,,,,,,ALPHA_K_MINUS1,0,0,true,DENSE_MAX_GAUGE_IDENTITY_EXTENSION_REQUIRES_PROOF,,NOT_APPLICABLE,ORIGIN_FREE_COMPONENT_OWNER,GENERIC_NOT_FIXED_PRIME,FINITE_GAUGE_TERM_DIAGNOSTIC_NOT_COMPLETION_SQUARE_PROOF,,,,,,DIAGNOSTIC,,K=-1;T=0;TAU=ONE;ORIENTATION=SIGMA_OVERLINE_TAU_EQ_DELTA_ALPHA,,,,FROZEN_COMPONENT_DIAGONAL_GAUGE_TERM,0,PASS
paper13-circle-twists-controls/2,V2-0058,GAUGE_COMMUTATION_MODEL,GENERIC_ORIGIN_FREE_COMPONENT_GAUGE_TERM,FINITE_SYMBOLIC_COMPONENT,1,r,TERM_0,1,CONSTANT_1,,,,,,,,ALPHA_K_MINUS1,0,0,true,,DENSE_REDUCED_GAUGE_IDENTITY_EXTENSION_REQUIRES_PROOF,NOT_APPLICABLE,ORIGIN_FREE_COMPONENT_OWNER,GENERIC_NOT_FIXED_PRIME,FINITE_GAUGE_TERM_DIAGNOSTIC_NOT_COMPLETION_SQUARE_PROOF,,,,,,DIAGNOSTIC,,K=-1;T=0;TAU=ONE;ORIENTATION=SIGMA_OVERLINE_TAU_EQ_DELTA_ALPHA,,,,FROZEN_COMPONENT_DIAGONAL_GAUGE_TERM,0,PASS
paper13-circle-twists-controls/2,V2-0059,GAUGE_COMMUTATION_MODEL,GENERIC_ORIGIN_FREE_COMPONENT_GAUGE_TERM,FINITE_SYMBOLIC_COMPONENT,1,max,TERM_1,1,CONSTANT_1,,,,,,,,ALPHA_K_MINUS1,1,1,true,DENSE_MAX_GAUGE_IDENTITY_EXTENSION_REQUIRES_PROOF,,NOT_APPLICABLE,ORIGIN_FREE_COMPONENT_OWNER,GENERIC_NOT_FIXED_PRIME,FINITE_GAUGE_TERM_DIAGNOSTIC_NOT_COMPLETION_SQUARE_PROOF,,,,,,DIAGNOSTIC,,K=-1;T=1;TAU=ONE;ORIENTATION=SIGMA_OVERLINE_TAU_EQ_DELTA_ALPHA,,,,FROZEN_COMPONENT_DIAGONAL_GAUGE_TERM,0,PASS
paper13-circle-twists-controls/2,V2-0060,GAUGE_COMMUTATION_MODEL,GENERIC_ORIGIN_FREE_COMPONENT_GAUGE_TERM,FINITE_SYMBOLIC_COMPONENT,1,r,TERM_1,1,CONSTANT_1,,,,,,,,ALPHA_K_MINUS1,1,1,true,,DENSE_REDUCED_GAUGE_IDENTITY_EXTENSION_REQUIRES_PROOF,NOT_APPLICABLE,ORIGIN_FREE_COMPONENT_OWNER,GENERIC_NOT_FIXED_PRIME,FINITE_GAUGE_TERM_DIAGNOSTIC_NOT_COMPLETION_SQUARE_PROOF,,,,,,DIAGNOSTIC,,K=-1;T=1;TAU=ONE;ORIENTATION=SIGMA_OVERLINE_TAU_EQ_DELTA_ALPHA,,,,FROZEN_COMPONENT_DIAGONAL_GAUGE_TERM,0,PASS
paper13-circle-twists-controls/2,V2-0061,GAUGE_COMMUTATION_MODEL,GENERIC_ORIGIN_FREE_COMPONENT_GAUGE_TERM,FINITE_SYMBOLIC_COMPONENT,1,max,TERM_MINUS1,1,CONSTANT_1,,,,,,,,ALPHA_K_0,0,0,true,DENSE_MAX_GAUGE_IDENTITY_EXTENSION_REQUIRES_PROOF,,NOT_APPLICABLE,ORIGIN_FREE_COMPONENT_OWNER,GENERIC_NOT_FIXED_PRIME,FINITE_GAUGE_TERM_DIAGNOSTIC_NOT_COMPLETION_SQUARE_PROOF,,,,,,DIAGNOSTIC,,K=0;T=-1;TAU=ONE;ORIENTATION=SIGMA_OVERLINE_TAU_EQ_DELTA_ALPHA,,,,FROZEN_COMPONENT_DIAGONAL_GAUGE_TERM,0,PASS
paper13-circle-twists-controls/2,V2-0062,GAUGE_COMMUTATION_MODEL,GENERIC_ORIGIN_FREE_COMPONENT_GAUGE_TERM,FINITE_SYMBOLIC_COMPONENT,1,r,TERM_MINUS1,1,CONSTANT_1,,,,,,,,ALPHA_K_0,0,0,true,,DENSE_REDUCED_GAUGE_IDENTITY_EXTENSION_REQUIRES_PROOF,NOT_APPLICABLE,ORIGIN_FREE_COMPONENT_OWNER,GENERIC_NOT_FIXED_PRIME,FINITE_GAUGE_TERM_DIAGNOSTIC_NOT_COMPLETION_SQUARE_PROOF,,,,,,DIAGNOSTIC,,K=0;T=-1;TAU=ONE;ORIENTATION=SIGMA_OVERLINE_TAU_EQ_DELTA_ALPHA,,,,FROZEN_COMPONENT_DIAGONAL_GAUGE_TERM,0,PASS
paper13-circle-twists-controls/2,V2-0063,GAUGE_COMMUTATION_MODEL,GENERIC_ORIGIN_FREE_COMPONENT_GAUGE_TERM,FINITE_SYMBOLIC_COMPONENT,1,max,TERM_0,1,CONSTANT_1,,,,,,,,ALPHA_K_0,0,0,true,DENSE_MAX_GAUGE_IDENTITY_EXTENSION_REQUIRES_PROOF,,NOT_APPLICABLE,ORIGIN_FREE_COMPONENT_OWNER,GENERIC_NOT_FIXED_PRIME,FINITE_GAUGE_TERM_DIAGNOSTIC_NOT_COMPLETION_SQUARE_PROOF,,,,,,DIAGNOSTIC,,K=0;T=0;TAU=ONE;ORIENTATION=SIGMA_OVERLINE_TAU_EQ_DELTA_ALPHA,,,,FROZEN_COMPONENT_DIAGONAL_GAUGE_TERM,0,PASS
paper13-circle-twists-controls/2,V2-0064,GAUGE_COMMUTATION_MODEL,GENERIC_ORIGIN_FREE_COMPONENT_GAUGE_TERM,FINITE_SYMBOLIC_COMPONENT,1,r,TERM_0,1,CONSTANT_1,,,,,,,,ALPHA_K_0,0,0,true,,DENSE_REDUCED_GAUGE_IDENTITY_EXTENSION_REQUIRES_PROOF,NOT_APPLICABLE,ORIGIN_FREE_COMPONENT_OWNER,GENERIC_NOT_FIXED_PRIME,FINITE_GAUGE_TERM_DIAGNOSTIC_NOT_COMPLETION_SQUARE_PROOF,,,,,,DIAGNOSTIC,,K=0;T=0;TAU=ONE;ORIENTATION=SIGMA_OVERLINE_TAU_EQ_DELTA_ALPHA,,,,FROZEN_COMPONENT_DIAGONAL_GAUGE_TERM,0,PASS
paper13-circle-twists-controls/2,V2-0065,GAUGE_COMMUTATION_MODEL,GENERIC_ORIGIN_FREE_COMPONENT_GAUGE_TERM,FINITE_SYMBOLIC_COMPONENT,1,max,TERM_1,1,CONSTANT_1,,,,,,,,ALPHA_K_0,0,0,true,DENSE_MAX_GAUGE_IDENTITY_EXTENSION_REQUIRES_PROOF,,NOT_APPLICABLE,ORIGIN_FREE_COMPONENT_OWNER,GENERIC_NOT_FIXED_PRIME,FINITE_GAUGE_TERM_DIAGNOSTIC_NOT_COMPLETION_SQUARE_PROOF,,,,,,DIAGNOSTIC,,K=0;T=1;TAU=ONE;ORIENTATION=SIGMA_OVERLINE_TAU_EQ_DELTA_ALPHA,,,,FROZEN_COMPONENT_DIAGONAL_GAUGE_TERM,0,PASS
paper13-circle-twists-controls/2,V2-0066,GAUGE_COMMUTATION_MODEL,GENERIC_ORIGIN_FREE_COMPONENT_GAUGE_TERM,FINITE_SYMBOLIC_COMPONENT,1,r,TERM_1,1,CONSTANT_1,,,,,,,,ALPHA_K_0,0,0,true,,DENSE_REDUCED_GAUGE_IDENTITY_EXTENSION_REQUIRES_PROOF,NOT_APPLICABLE,ORIGIN_FREE_COMPONENT_OWNER,GENERIC_NOT_FIXED_PRIME,FINITE_GAUGE_TERM_DIAGNOSTIC_NOT_COMPLETION_SQUARE_PROOF,,,,,,DIAGNOSTIC,,K=0;T=1;TAU=ONE;ORIENTATION=SIGMA_OVERLINE_TAU_EQ_DELTA_ALPHA,,,,FROZEN_COMPONENT_DIAGONAL_GAUGE_TERM,0,PASS
paper13-circle-twists-controls/2,V2-0067,GAUGE_COMMUTATION_MODEL,GENERIC_ORIGIN_FREE_COMPONENT_GAUGE_TERM,FINITE_SYMBOLIC_COMPONENT,1,max,TERM_MINUS1,1,CONSTANT_1,,,,,,,,ALPHA_K_6,18,18,true,DENSE_MAX_GAUGE_IDENTITY_EXTENSION_REQUIRES_PROOF,,NOT_APPLICABLE,ORIGIN_FREE_COMPONENT_OWNER,GENERIC_NOT_FIXED_PRIME,FINITE_GAUGE_TERM_DIAGNOSTIC_NOT_COMPLETION_SQUARE_PROOF,,,,,,DIAGNOSTIC,,K=6;T=-1;TAU=ONE;ORIENTATION=SIGMA_OVERLINE_TAU_EQ_DELTA_ALPHA,,,,FROZEN_COMPONENT_DIAGONAL_GAUGE_TERM,0,PASS
paper13-circle-twists-controls/2,V2-0068,GAUGE_COMMUTATION_MODEL,GENERIC_ORIGIN_FREE_COMPONENT_GAUGE_TERM,FINITE_SYMBOLIC_COMPONENT,1,r,TERM_MINUS1,1,CONSTANT_1,,,,,,,,ALPHA_K_6,18,18,true,,DENSE_REDUCED_GAUGE_IDENTITY_EXTENSION_REQUIRES_PROOF,NOT_APPLICABLE,ORIGIN_FREE_COMPONENT_OWNER,GENERIC_NOT_FIXED_PRIME,FINITE_GAUGE_TERM_DIAGNOSTIC_NOT_COMPLETION_SQUARE_PROOF,,,,,,DIAGNOSTIC,,K=6;T=-1;TAU=ONE;ORIENTATION=SIGMA_OVERLINE_TAU_EQ_DELTA_ALPHA,,,,FROZEN_COMPONENT_DIAGONAL_GAUGE_TERM,0,PASS
paper13-circle-twists-controls/2,V2-0069,GAUGE_COMMUTATION_MODEL,GENERIC_ORIGIN_FREE_COMPONENT_GAUGE_TERM,FINITE_SYMBOLIC_COMPONENT,1,max,TERM_0,1,CONSTANT_1,,,,,,,,ALPHA_K_6,0,0,true,DENSE_MAX_GAUGE_IDENTITY_EXTENSION_REQUIRES_PROOF,,NOT_APPLICABLE,ORIGIN_FREE_COMPONENT_OWNER,GENERIC_NOT_FIXED_PRIME,FINITE_GAUGE_TERM_DIAGNOSTIC_NOT_COMPLETION_SQUARE_PROOF,,,,,,DIAGNOSTIC,,K=6;T=0;TAU=ONE;ORIENTATION=SIGMA_OVERLINE_TAU_EQ_DELTA_ALPHA,,,,FROZEN_COMPONENT_DIAGONAL_GAUGE_TERM,0,PASS
paper13-circle-twists-controls/2,V2-0070,GAUGE_COMMUTATION_MODEL,GENERIC_ORIGIN_FREE_COMPONENT_GAUGE_TERM,FINITE_SYMBOLIC_COMPONENT,1,r,TERM_0,1,CONSTANT_1,,,,,,,,ALPHA_K_6,0,0,true,,DENSE_REDUCED_GAUGE_IDENTITY_EXTENSION_REQUIRES_PROOF,NOT_APPLICABLE,ORIGIN_FREE_COMPONENT_OWNER,GENERIC_NOT_FIXED_PRIME,FINITE_GAUGE_TERM_DIAGNOSTIC_NOT_COMPLETION_SQUARE_PROOF,,,,,,DIAGNOSTIC,,K=6;T=0;TAU=ONE;ORIENTATION=SIGMA_OVERLINE_TAU_EQ_DELTA_ALPHA,,,,FROZEN_COMPONENT_DIAGONAL_GAUGE_TERM,0,PASS
paper13-circle-twists-controls/2,V2-0071,GAUGE_COMMUTATION_MODEL,GENERIC_ORIGIN_FREE_COMPONENT_GAUGE_TERM,FINITE_SYMBOLIC_COMPONENT,1,max,TERM_1,1,CONSTANT_1,,,,,,,,ALPHA_K_6,18,18,true,DENSE_MAX_GAUGE_IDENTITY_EXTENSION_REQUIRES_PROOF,,NOT_APPLICABLE,ORIGIN_FREE_COMPONENT_OWNER,GENERIC_NOT_FIXED_PRIME,FINITE_GAUGE_TERM_DIAGNOSTIC_NOT_COMPLETION_SQUARE_PROOF,,,,,,DIAGNOSTIC,,K=6;T=1;TAU=ONE;ORIENTATION=SIGMA_OVERLINE_TAU_EQ_DELTA_ALPHA,,,,FROZEN_COMPONENT_DIAGONAL_GAUGE_TERM,0,PASS
paper13-circle-twists-controls/2,V2-0072,GAUGE_COMMUTATION_MODEL,GENERIC_ORIGIN_FREE_COMPONENT_GAUGE_TERM,FINITE_SYMBOLIC_COMPONENT,1,r,TERM_1,1,CONSTANT_1,,,,,,,,ALPHA_K_6,18,18,true,,DENSE_REDUCED_GAUGE_IDENTITY_EXTENSION_REQUIRES_PROOF,NOT_APPLICABLE,ORIGIN_FREE_COMPONENT_OWNER,GENERIC_NOT_FIXED_PRIME,FINITE_GAUGE_TERM_DIAGNOSTIC_NOT_COMPLETION_SQUARE_PROOF,,,,,,DIAGNOSTIC,,K=6;T=1;TAU=ONE;ORIENTATION=SIGMA_OVERLINE_TAU_EQ_DELTA_ALPHA,,,,FROZEN_COMPONENT_DIAGONAL_GAUGE_TERM,0,PASS
paper13-circle-twists-controls/2,V2-0073,OWNER_CREDIT_LEDGER,PAPER2_LOWER_BOUND_OWNER,CONTINUUM_LOWER_BOUND,,,,,,,,,,,,,,,,,,,PAPER2_PROP_UNCOUNTABLE_ZERO_P13_CREDIT,Q_P_BARE_NO_TOPOLOGY,INHERITED_FIXED_PRIME_PREMISE,OWNER_CREDIT_LEDGER_ONLY,,,,,,DIAGNOSTIC,,CLAIM=QP_CONTINUUM_LOWER_BOUND,,,,OWNER_CREDIT_TOPOLOGY_EXACT_TOKEN,0,PASS
paper13-circle-twists-controls/2,V2-0074,OWNER_CREDIT_LEDGER,P13_EQUALITY_CLOSURE_OWNER,CONTINUUM,,,,,,,,,,,,,,,,,,,P13_UPPER_BOUND_EQUALITY_SUPPORTING_ONLY,Q_P_BARE_NO_TOPOLOGY,UNCONDITIONAL_FIXED_PRIME_BRANCH,OWNER_CREDIT_LEDGER_ONLY,,,,,,DIAGNOSTIC,,CLAIM=QP_EXACT_CARDINALITY_EQUALITY,,,,OWNER_CREDIT_TOPOLOGY_EXACT_TOKEN,0,PASS
paper13-circle-twists-controls/2,V2-0075,OWNER_CREDIT_LEDGER,ACTUAL_QUOTIENT_OWNER,ACTUAL,,,,,,,,,,,,,,,,,,,PAPER9_ACTUAL_OWNER,Q_P_ACTUAL_INDISCRETE_SECOND_COUNTABLE_NONHAUSDORFF,FIXED_PRIME_OWNER_SPLIT,OWNER_CREDIT_LEDGER_ONLY,,,,,,DIAGNOSTIC,,CLAIM=ACTUAL_QUOTIENT_TOPOLOGY,,,,OWNER_CREDIT_TOPOLOGY_EXACT_TOKEN,0,PASS
paper13-circle-twists-controls/2,V2-0076,OWNER_CREDIT_LEDGER,BARE_INDEX_OWNER,BARE,,,,,,,,,,,,,,,,,,,PAPER2_LOWER_PLUS_P13_UPPER_RETYPE,Q_P_BARE_NO_TOPOLOGY,FIXED_PRIME_OWNER_SPLIT,OWNER_CREDIT_LEDGER_ONLY,,,,,,DIAGNOSTIC,,CLAIM=BARE_CARDINALITY_ONLY,,,,OWNER_CREDIT_TOPOLOGY_EXACT_TOKEN,0,PASS
paper13-circle-twists-controls/2,V2-0077,OWNER_CREDIT_LEDGER,STANDARD_UNIT_OWNER,STANDARD,,,,,,,,,,,,,,,,,,,PAPER12_STANDARD_OWNER_P13_DIRECT_CONSEQUENCE,STD_GAMMA_P_NONSECONDCOUNTABLE_NONSIGMACOMPACT,FIXED_PRIME_OWNER_SPLIT,OWNER_CREDIT_LEDGER_ONLY,,,,,,DIAGNOSTIC,,CLAIM=STANDARD_UNIT_TOPOLOGY_FAILURES,,,,OWNER_CREDIT_TOPOLOGY_EXACT_TOKEN,0,PASS
paper13-circle-twists-controls/2,V2-0078,OWNER_CREDIT_LEDGER,STANDARD_ARROW_OWNER,STANDARD_ARROW,,,,,,,,,,,,,,,,,,,PAPER12_STANDARD_OWNER_P13_DIRECT_CONSEQUENCE,STD_ARROW_P_NONSECONDCOUNTABLE_NONSIGMACOMPACT,FIXED_PRIME_OWNER_SPLIT,OWNER_CREDIT_LEDGER_ONLY,,,,,,DIAGNOSTIC,,CLAIM=STANDARD_ARROW_TOPOLOGY_FAILURES,,,,OWNER_CREDIT_TOPOLOGY_EXACT_TOKEN,0,PASS
paper13-circle-twists-controls/2,V2-0079,OWNER_CREDIT_LEDGER,DISCRETE_QUOTIENT_OWNER,DISCRETE,,,,,,,,,,,,,,,,,,,PAPER12_DISCRETE_OWNER_P13_DIRECT_CONSEQUENCE,Q_P_DISC_NONSECONDCOUNTABLE_NONSIGMACOMPACT,FIXED_PRIME_OWNER_SPLIT,OWNER_CREDIT_LEDGER_ONLY,,,,,,DIAGNOSTIC,,CLAIM=DISCRETE_QUOTIENT_TOPOLOGY_FAILURES,,,,OWNER_CREDIT_TOPOLOGY_EXACT_TOKEN,0,PASS
paper13-circle-twists-controls/2,V2-0080,OWNER_CREDIT_LEDGER,GENERIC_BARE_COMPONENT_INDEX_OWNER,BARE,,,,,,,,,,,,,,,,,,,NOT_APPLICABLE,Q_BARE_NO_TOPOLOGY,GENERIC_BRANCH,OWNER_CREDIT_LEDGER_ONLY,,,,,,DIAGNOSTIC,,CLAIM=ARBITRARY_INDEX_OWNER,,,,OWNER_CREDIT_TOPOLOGY_EXACT_TOKEN,0,PASS
paper13-circle-twists-controls/2,V2-0081,MAX_REDUCED_EVIDENCE_LEDGER,COMPONENT_MAX_NORM,ARBITRARY_Q_BARE,,max,,,,,,,,,,,,,,,DIRECT_COMPONENT_MAX_RESTRICTION_CHAIN_REQUIRED,,,COMPONENT_RECORDS_B_Q_MAX_OR_R,,EVIDENCE_STATUS_LEDGER_NOT_NORM_PROOF,,,,,,DIAGNOSTIC,,CLAIM=COMPONENT_MAX_UPPER_AND_REGULAR_LOWER,,,,MAX_REDUCED_EVIDENCE_SEPARATION,0,PASS
paper13-circle-twists-controls/2,V2-0082,MAX_REDUCED_EVIDENCE_LEDGER,COMPONENT_REDUCED_NORM,ARBITRARY_Q_BARE,,r,,,,,,,,,,,,,,,,EVERY_UNIT_REGULAR_RESTRICTION_REQUIRED,,COMPONENT_RECORDS_B_Q_MAX_OR_R,,EVIDENCE_STATUS_LEDGER_NOT_NORM_PROOF,,,,,,DIAGNOSTIC,,CLAIM=EVERY_UNIT_REDUCED_RESTRICTION,,,,MAX_REDUCED_EVIDENCE_SEPARATION,0,PASS
paper13-circle-twists-controls/2,V2-0083,MAX_REDUCED_EVIDENCE_LEDGER,TIME_AMENABLE_ENDPOINT_EQUALITY,ARBITRARY_Q_BARE,,both,,,,,,,,,,,,,,,TIME_MAX_NORM_ENDPOINT_REQUIRED,TIME_REDUCED_NORM_ENDPOINT_REQUIRED,,COMPONENT_RECORDS_B_Q_MAX_OR_R,,EVIDENCE_STATUS_LEDGER_NOT_NORM_PROOF,,,,,,DIAGNOSTIC,,CLAIM=TIME_AMENABILITY_ENDPOINT_EQUALITY,,,,MAX_REDUCED_EVIDENCE_SEPARATION,0,PASS
