candidate_id,owner_id,owner_word,homology_vector,homology_content,level_n,modulus_N,cover_subgroup,deck_group,deck_degree,exact_owner_order_in_deck_group,primitive_lift_component_count,physical_lift_period,quadrant_id,clock,log_multiplicity_normalization,formal_owner_factor,first_nonconstant_degree,coefficient_at_first_nonconstant_degree,all_level_or_asymptotic_status,same_as_round7_owner,arithmetic_or_target_data_used,route_b_invocation_allowed
P27-HOMOLOGY-RENORMALIZED-GEODESIC-PANEL,G2-H1-AB,a1*b1,"(1,1,0,0)",1,7,5040,H_5040=KER_H1_MOD_5040,(Z/5040Z)^4,645241282560000,5040,128024064000,5040*ell(G2-H1-AB),Q01_RAW_CLOCK_GEOMETRIC_MEAN,T_PHYSICAL,LOG_Z_REN=(1/N^3)*LOG_Z_PANEL,(1-x_G2-H1-AB^5040)^(-1),5040,1,COEFFICIENTWISE_TO_1_ON_EVERY_FIXED_PREFIX,false,false,false
P27-HOMOLOGY-RENORMALIZED-GEODESIC-PANEL,G2-H1-AB,a1*b1,"(1,1,0,0)",1,7,5040,H_5040=KER_H1_MOD_5040,(Z/5040Z)^4,645241282560000,5040,128024064000,5040*ell(G2-H1-AB),Q10_RESCALED_CLOCK_RAW_MULTIPLICITY,T_REN=T_PHYSICAL/N,NONE,(1-x_G2-H1-AB^1)^(-128024064000),1,128024064000,COEFFICIENT_OF_X_DIVERGES_AS_N_CUBED,false,false,false
P27-HOMOLOGY-RENORMALIZED-GEODESIC-PANEL,G2-H1-AB,a1*b1,"(1,1,0,0)",1,7,5040,H_5040=KER_H1_MOD_5040,(Z/5040Z)^4,645241282560000,5040,128024064000,5040*ell(G2-H1-AB),Q11_RESCALED_CLOCK_GEOMETRIC_MEAN,T_REN=T_PHYSICAL/N,LOG_Z_REN=(1/N^3)*LOG_Z_PANEL,(1-x_G2-H1-AB^1)^(-1),1,1,EXACT_BASE_OWNER_FACTOR_AT_EVERY_LEVEL,false,false,false
P27-HOMOLOGY-RENORMALIZED-GEODESIC-PANEL,G2-H1-AB,a1*b1,"(1,1,0,0)",1,8,40320,H_40320=KER_H1_MOD_40320,(Z/40320Z)^4,2642908293365760000,40320,65548320768000,40320*ell(G2-H1-AB),Q00_RAW_CLOCK_RAW_MULTIPLICITY,T_PHYSICAL,NONE,(1-x_G2-H1-AB^40320)^(-65548320768000),40320,65548320768000,COEFFICIENTWISE_TO_1_ON_EVERY_FIXED_PREFIX,false,false,false
P27-HOMOLOGY-RENORMALIZED-GEODESIC-PANEL,G2-H1-AB,a1*b1,"(1,1,0,0)",1,8,40320,H_40320=KER_H1_MOD_40320,(Z/40320Z)^4,2642908293365760000,40320,65548320768000,40320*ell(G2-H1-AB),Q01_RAW_CLOCK_GEOMETRIC_MEAN,T_PHYSICAL,LOG_Z_REN=(1/N^3)*LOG_Z_PANEL,(1-x_G2-H1-AB^40320)^(-1),40320,1,COEFFICIENTWISE_TO_1_ON_EVERY_FIXED_PREFIX,false,false,false
P27-HOMOLOGY-RENORMALIZED-GEODESIC-PANEL,G2-H1-AB,a1*b1,"(1,1,0,0)",1,8,40320,H_40320=KER_H1_MOD_40320,(Z/40320Z)^4,2642908293365760000,40320,65548320768000,40320*ell(G2-H1-AB),Q10_RESCALED_CLOCK_RAW_MULTIPLICITY,T_REN=T_PHYSICAL/N,NONE,(1-x_G2-H1-AB^1)^(-65548320768000),1,65548320768000,COEFFICIENT_OF_X_DIVERGES_AS_N_CUBED,false,false,false
P27-HOMOLOGY-RENORMALIZED-GEODESIC-PANEL,G2-H1-AB,a1*b1,"(1,1,0,0)",1,8,40320,H_40320=KER_H1_MOD_40320,(Z/40320Z)^4,2642908293365760000,40320,65548320768000,40320*ell(G2-H1-AB),Q11_RESCALED_CLOCK_GEOMETRIC_MEAN,T_REN=T_PHYSICAL/N,LOG_Z_REN=(1/N^3)*LOG_Z_PANEL,(1-x_G2-H1-AB^1)^(-1),1,1,EXACT_BASE_OWNER_FACTOR_AT_EVERY_LEVEL,false,false,false
P27-HOMOLOGY-RENORMALIZED-GEODESIC-PANEL,G2-H1-ACD,a1*a2*b2,"(1,0,1,1)",1,1,1,H_1=KER_H1_MOD_1,(Z/1Z)^4,1,1,1,1*ell(G2-H1-ACD),Q00_RAW_CLOCK_RAW_MULTIPLICITY,T_PHYSICAL,NONE,(1-x_G2-H1-ACD^1)^(-1),1,1,COEFFICIENTWISE_TO_1_ON_EVERY_FIXED_PREFIX,false,false,false
P27-HOMOLOGY-RENORMALIZED-GEODESIC-PANEL,G2-H1-ACD,a1*a2*b2,"(1,0,1,1)",1,1,1,H_1=KER_H1_MOD_1,(Z/1Z)^4,1,1,1,1*ell(G2-H1-ACD),Q01_RAW_CLOCK_GEOMETRIC_MEAN,T_PHYSICAL,LOG_Z_REN=(1/N^3)*LOG_Z_PANEL,(1-x_G2-H1-ACD^1)^(-1),1,1,COEFFICIENTWISE_TO_1_ON_EVERY_FIXED_PREFIX,false,false,false
P27-HOMOLOGY-RENORMALIZED-GEODESIC-PANEL,G2-H1-ACD,a1*a2*b2,"(1,0,1,1)",1,1,1,H_1=KER_H1_MOD_1,(Z/1Z)^4,1,1,1,1*ell(G2-H1-ACD),Q10_RESCALED_CLOCK_RAW_MULTIPLICITY,T_REN=T_PHYSICAL/N,NONE,(1-x_G2-H1-ACD^1)^(-1),1,1,COEFFICIENT_OF_X_DIVERGES_AS_N_CUBED,false,false,false
P27-HOMOLOGY-RENORMALIZED-GEODESIC-PANEL,G2-H1-ACD,a1*a2*b2,"(1,0,1,1)",1,1,1,H_1=KER_H1_MOD_1,(Z/1Z)^4,1,1,1,1*ell(G2-H1-ACD),Q11_RESCALED_CLOCK_GEOMETRIC_MEAN,T_REN=T_PHYSICAL/N,LOG_Z_REN=(1/N^3)*LOG_Z_PANEL,(1-x_G2-H1-ACD^1)^(-1),1,1,EXACT_BASE_OWNER_FACTOR_AT_EVERY_LEVEL,false,false,false
P27-HOMOLOGY-RENORMALIZED-GEODESIC-PANEL,G2-H1-ACD,a1*a2*b2,"(1,0,1,1)",1,2,2,H_2=KER_H1_MOD_2,(Z/2Z)^4,16,2,8,2*ell(G2-H1-ACD),Q00_RAW_CLOCK_RAW_MULTIPLICITY,T_PHYSICAL,NONE,(1-x_G2-H1-ACD^2)^(-8),2,8,COEFFICIENTWISE_TO_1_ON_EVERY_FIXED_PREFIX,false,false,false
P27-HOMOLOGY-RENORMALIZED-GEODESIC-PANEL,G2-H1-ACD,a1*a2*b2,"(1,0,1,1)",1,2,2,H_2=KER_H1_MOD_2,(Z/2Z)^4,16,2,8,2*ell(G2-H1-ACD),Q01_RAW_CLOCK_GEOMETRIC_MEAN,T_PHYSICAL,LOG_Z_REN=(1/N^3)*LOG_Z_PANEL,(1-x_G2-H1-ACD^2)^(-1),2,1,COEFFICIENTWISE_TO_1_ON_EVERY_FIXED_PREFIX,false,false,false
P27-HOMOLOGY-RENORMALIZED-GEODESIC-PANEL,G2-H1-ACD,a1*a2*b2,"(1,0,1,1)",1,2,2,H_2=KER_H1_MOD_2,(Z/2Z)^4,16,2,8,2*ell(G2-H1-ACD),Q10_RESCALED_CLOCK_RAW_MULTIPLICITY,T_REN=T_PHYSICAL/N,NONE,(1-x_G2-H1-ACD^1)^(-8),1,8,COEFFICIENT_OF_X_DIVERGES_AS_N_CUBED,false,false,false
P27-HOMOLOGY-RENORMALIZED-GEODESIC-PANEL,G2-H1-ACD,a1*a2*b2,"(1,0,1,1)",1,2,2,H_2=KER_H1_MOD_2,(Z/2Z)^4,16,2,8,2*ell(G2-H1-ACD),Q11_RESCALED_CLOCK_GEOMETRIC_MEAN,T_REN=T_PHYSICAL/N,LOG_Z_REN=(1/N^3)*LOG_Z_PANEL,(1-x_G2-H1-ACD^1)^(-1),1,1,EXACT_BASE_OWNER_FACTOR_AT_EVERY_LEVEL,false,false,false
P27-HOMOLOGY-RENORMALIZED-GEODESIC-PANEL,G2-H1-ACD,a1*a2*b2,"(1,0,1,1)",1,3,6,H_6=KER_H1_MOD_6,(Z/6Z)^4,1296,6,216,6*ell(G2-H1-ACD),Q00_RAW_CLOCK_RAW_MULTIPLICITY,T_PHYSICAL,NONE,(1-x_G2-H1-ACD^6)^(-216),6,216,COEFFICIENTWISE_TO_1_ON_EVERY_FIXED_PREFIX,false,false,false
P27-HOMOLOGY-RENORMALIZED-GEODESIC-PANEL,G2-H1-ACD,a1*a2*b2,"(1,0,1,1)",1,3,6,H_6=KER_H1_MOD_6,(Z/6Z)^4,1296,6,216,6*ell(G2-H1-ACD),Q01_RAW_CLOCK_GEOMETRIC_MEAN,T_PHYSICAL,LOG_Z_REN=(1/N^3)*LOG_Z_PANEL,(1-x_G2-H1-ACD^6)^(-1),6,1,COEFFICIENTWISE_TO_1_ON_EVERY_FIXED_PREFIX,false,false,false
P27-HOMOLOGY-RENORMALIZED-GEODESIC-PANEL,G2-H1-ACD,a1*a2*b2,"(1,0,1,1)",1,3,6,H_6=KER_H1_MOD_6,(Z/6Z)^4,1296,6,216,6*ell(G2-H1-ACD),Q10_RESCALED_CLOCK_RAW_MULTIPLICITY,T_REN=T_PHYSICAL/N,NONE,(1-x_G2-H1-ACD^1)^(-216),1,216,COEFFICIENT_OF_X_DIVERGES_AS_N_CUBED,false,false,false
P27-HOMOLOGY-RENORMALIZED-GEODESIC-PANEL,G2-H1-ACD,a1*a2*b2,"(1,0,1,1)",1,3,6,H_6=KER_H1_MOD_6,(Z/6Z)^4,1296,6,216,6*ell(G2-H1-ACD),Q11_RESCALED_CLOCK_GEOMETRIC_MEAN,T_REN=T_PHYSICAL/N,LOG_Z_REN=(1/N^3)*LOG_Z_PANEL,(1-x_G2-H1-ACD^1)^(-1),1,1,EXACT_BASE_OWNER_FACTOR_AT_EVERY_LEVEL,false,false,false
P27-HOMOLOGY-RENORMALIZED-GEODESIC-PANEL,G2-H1-ACD,a1*a2*b2,"(1,0,1,1)",1,4,24,H_24=KER_H1_MOD_24,(Z/24Z)^4,331776,24,13824,24*ell(G2-H1-ACD),Q00_RAW_CLOCK_RAW_MULTIPLICITY,T_PHYSICAL,NONE,(1-x_G2-H1-ACD^24)^(-13824),24,13824,COEFFICIENTWISE_TO_1_ON_EVERY_FIXED_PREFIX,false,false,false
P27-HOMOLOGY-RENORMALIZED-GEODESIC-PANEL,G2-H1-ACD,a1*a2*b2,"(1,0,1,1)",1,4,24,H_24=KER_H1_MOD_24,(Z/24Z)^4,331776,24,13824,24*ell(G2-H1-ACD),Q01_RAW_CLOCK_GEOMETRIC_MEAN,T_PHYSICAL,LOG_Z_REN=(1/N^3)*LOG_Z_PANEL,(1-x_G2-H1-ACD^24)^(-1),24,1,COEFFICIENTWISE_TO_1_ON_EVERY_FIXED_PREFIX,false,false,false
P27-HOMOLOGY-RENORMALIZED-GEODESIC-PANEL,G2-H1-ACD,a1*a2*b2,"(1,0,1,1)",1,4,24,H_24=KER_H1_MOD_24,(Z/24Z)^4,331776,24,13824,24*ell(G2-H1-ACD),Q10_RESCALED_CLOCK_RAW_MULTIPLICITY,T_REN=T_PHYSICAL/N,NONE,(1-x_G2-H1-ACD^1)^(-13824),1,13824,COEFFICIENT_OF_X_DIVERGES_AS_N_CUBED,false,false,false
P27-HOMOLOGY-RENORMALIZED-GEODESIC-PANEL,G2-H1-ACD,a1*a2*b2,"(1,0,1,1)",1,4,24,H_24=KER_H1_MOD_24,(Z/24Z)^4,331776,24,13824,24*ell(G2-H1-ACD),Q11_RESCALED_CLOCK_GEOMETRIC_MEAN,T_REN=T_PHYSICAL/N,LOG_Z_REN=(1/N^3)*LOG_Z_PANEL,(1-x_G2-H1-ACD^1)^(-1),1,1,EXACT_BASE_OWNER_FACTOR_AT_EVERY_LEVEL,false,false,false
P27-HOMOLOGY-RENORMALIZED-GEODESIC-PANEL,G2-H1-ACD,a1*a2*b2,"(1,0,1,1)",1,5,120,H_120=KER_H1_MOD_120,(Z/120Z)^4,207360000,120,1728000,120*ell(G2-H1-ACD),Q00_RAW_CLOCK_RAW_MULTIPLICITY,T_PHYSICAL,NONE,(1-x_G2-H1-ACD^120)^(-1728000),120,1728000,COEFFICIENTWISE_TO_1_ON_EVERY_FIXED_PREFIX,false,false,false
P27-HOMOLOGY-RENORMALIZED-GEODESIC-PANEL,G2-H1-ACD,a1*a2*b2,"(1,0,1,1)",1,5,120,H_120=KER_H1_MOD_120,(Z/120Z)^4,207360000,120,1728000,120*ell(G2-H1-ACD),Q01_RAW_CLOCK_GEOMETRIC_MEAN,T_PHYSICAL,LOG_Z_REN=(1/N^3)*LOG_Z_PANEL,(1-x_G2-H1-ACD^120)^(-1),120,1,COEFFICIENTWISE_TO_1_ON_EVERY_FIXED_PREFIX,false,false,false
P27-HOMOLOGY-RENORMALIZED-GEODESIC-PANEL,G2-H1-ACD,a1*a2*b2,"(1,0,1,1)",1,5,120,H_120=KER_H1_MOD_120,(Z/120Z)^4,207360000,120,1728000,120*ell(G2-H1-ACD),Q10_RESCALED_CLOCK_RAW_MULTIPLICITY,T_REN=T_PHYSICAL/N,NONE,(1-x_G2-H1-ACD^1)^(-1728000),1,1728000,COEFFICIENT_OF_X_DIVERGES_AS_N_CUBED,false,false,false
P27-HOMOLOGY-RENORMALIZED-GEODESIC-PANEL,G2-H1-ACD,a1*a2*b2,"(1,0,1,1)",1,5,120,H_120=KER_H1_MOD_120,(Z/120Z)^4,207360000,120,1728000,120*ell(G2-H1-ACD),Q11_RESCALED_CLOCK_GEOMETRIC_MEAN,T_REN=T_PHYSICAL/N,LOG_Z_REN=(1/N^3)*LOG_Z_PANEL,(1-x_G2-H1-ACD^1)^(-1),1,1,EXACT_BASE_OWNER_FACTOR_AT_EVERY_LEVEL,false,false,false
P27-HOMOLOGY-RENORMALIZED-GEODESIC-PANEL,G2-H1-ACD,a1*a2*b2,"(1,0,1,1)",1,6,720,H_720=KER_H1_MOD_720,(Z/720Z)^4,268738560000,720,373248000,720*ell(G2-H1-ACD),Q00_RAW_CLOCK_RAW_MULTIPLICITY,T_PHYSICAL,NONE,(1-x_G2-H1-ACD^720)^(-373248000),720,373248000,COEFFICIENTWISE_TO_1_ON_EVERY_FIXED_PREFIX,false,false,false
P27-HOMOLOGY-RENORMALIZED-GEODESIC-PANEL,G2-H1-ACD,a1*a2*b2,"(1,0,1,1)",1,6,720,H_720=KER_H1_MOD_720,(Z/720Z)^4,268738560000,720,373248000,720*ell(G2-H1-ACD),Q01_RAW_CLOCK_GEOMETRIC_MEAN,T_PHYSICAL,LOG_Z_REN=(1/N^3)*LOG_Z_PANEL,(1-x_G2-H1-ACD^720)^(-1),720,1,COEFFICIENTWISE_TO_1_ON_EVERY_FIXED_PREFIX,false,false,false
P27-HOMOLOGY-RENORMALIZED-GEODESIC-PANEL,G2-H1-ACD,a1*a2*b2,"(1,0,1,1)",1,6,720,H_720=KER_H1_MOD_720,(Z/720Z)^4,268738560000,720,373248000,720*ell(G2-H1-ACD),Q10_RESCALED_CLOCK_RAW_MULTIPLICITY,T_REN=T_PHYSICAL/N,NONE,(1-x_G2-H1-ACD^1)^(-373248000),1,373248000,COEFFICIENT_OF_X_DIVERGES_AS_N_CUBED,false,false,false
P27-HOMOLOGY-RENORMALIZED-GEODESIC-PANEL,G2-H1-ACD,a1*a2*b2,"(1,0,1,1)",1,6,720,H_720=KER_H1_MOD_720,(Z/720Z)^4,268738560000,720,373248000,720*ell(G2-H1-ACD),Q11_RESCALED_CLOCK_GEOMETRIC_MEAN,T_REN=T_PHYSICAL/N,LOG_Z_REN=(1/N^3)*LOG_Z_PANEL,(1-x_G2-H1-ACD^1)^(-1),1,1,EXACT_BASE_OWNER_FACTOR_AT_EVERY_LEVEL,false,false,false
P27-HOMOLOGY-RENORMALIZED-GEODESIC-PANEL,G2-H1-ACD,a1*a2*b2,"(1,0,1,1)",1,7,5040,H_5040=KER_H1_MOD_5040,(Z/5040Z)^4,645241282560000,5040,128024064000,5040*ell(G2-H1-ACD),Q00_RAW_CLOCK_RAW_MULTIPLICITY,T_PHYSICAL,NONE,(1-x_G2-H1-ACD^5040)^(-128024064000),5040,128024064000,COEFFICIENTWISE_TO_1_ON_EVERY_FIXED_PREFIX,false,false,false
P27-HOMOLOGY-RENORMALIZED-GEODESIC-PANEL,G2-H1-ACD,a1*a2*b2,"(1,0,1,1)",1,7,5040,H_5040=KER_H1_MOD_5040,(Z/5040Z)^4,645241282560000,5040,128024064000,5040*ell(G2-H1-ACD),Q01_RAW_CLOCK_GEOMETRIC_MEAN,T_PHYSICAL,LOG_Z_REN=(1/N^3)*LOG_Z_PANEL,(1-x_G2-H1-ACD^5040)^(-1),5040,1,COEFFICIENTWISE_TO_1_ON_EVERY_FIXED_PREFIX,false,false,false
P27-HOMOLOGY-RENORMALIZED-GEODESIC-PANEL,G2-H1-ACD,a1*a2*b2,"(1,0,1,1)",1,7,5040,H_5040=KER_H1_MOD_5040,(Z/5040Z)^4,645241282560000,5040,128024064000,5040*ell(G2-H1-ACD),Q10_RESCALED_CLOCK_RAW_MULTIPLICITY,T_REN=T_PHYSICAL/N,NONE,(1-x_G2-H1-ACD^1)^(-128024064000),1,128024064000,COEFFICIENT_OF_X_DIVERGES_AS_N_CUBED,false,false,false
P27-HOMOLOGY-RENORMALIZED-GEODESIC-PANEL,G2-H1-ACD,a1*a2*b2,"(1,0,1,1)",1,7,5040,H_5040=KER_H1_MOD_5040,(Z/5040Z)^4,645241282560000,5040,128024064000,5040*ell(G2-H1-ACD),Q11_RESCALED_CLOCK_GEOMETRIC_MEAN,T_REN=T_PHYSICAL/N,LOG_Z_REN=(1/N^3)*LOG_Z_PANEL,(1-x_G2-H1-ACD^1)^(-1),1,1,EXACT_BASE_OWNER_FACTOR_AT_EVERY_LEVEL,false,false,false
P27-HOMOLOGY-RENORMALIZED-GEODESIC-PANEL,G2-H1-ACD,a1*a2*b2,"(1,0,1,1)",1,8,40320,H_40320=KER_H1_MOD_40320,(Z/40320Z)^4,2642908293365760000,40320,65548320768000,40320*ell(G2-H1-ACD),Q00_RAW_CLOCK_RAW_MULTIPLICITY,T_PHYSICAL,NONE,(1-x_G2-H1-ACD^40320)^(-65548320768000),40320,65548320768000,COEFFICIENTWISE_TO_1_ON_EVERY_FIXED_PREFIX,false,false,false
P27-HOMOLOGY-RENORMALIZED-GEODESIC-PANEL,G2-H1-ACD,a1*a2*b2,"(1,0,1,1)",1,8,40320,H_40320=KER_H1_MOD_40320,(Z/40320Z)^4,2642908293365760000,40320,65548320768000,40320*ell(G2-H1-ACD),Q01_RAW_CLOCK_GEOMETRIC_MEAN,T_PHYSICAL,LOG_Z_REN=(1/N^3)*LOG_Z_PANEL,(1-x_G2-H1-ACD^40320)^(-1),40320,1,COEFFICIENTWISE_TO_1_ON_EVERY_FIXED_PREFIX,false,false,false
P27-HOMOLOGY-RENORMALIZED-GEODESIC-PANEL,G2-H1-ACD,a1*a2*b2,"(1,0,1,1)",1,8,40320,H_40320=KER_H1_MOD_40320,(Z/40320Z)^4,2642908293365760000,40320,65548320768000,40320*ell(G2-H1-ACD),Q10_RESCALED_CLOCK_RAW_MULTIPLICITY,T_REN=T_PHYSICAL/N,NONE,(1-x_G2-H1-ACD^1)^(-65548320768000),1,65548320768000,COEFFICIENT_OF_X_DIVERGES_AS_N_CUBED,false,false,false
P27-HOMOLOGY-RENORMALIZED-GEODESIC-PANEL,G2-H1-ACD,a1*a2*b2,"(1,0,1,1)",1,8,40320,H_40320=KER_H1_MOD_40320,(Z/40320Z)^4,2642908293365760000,40320,65548320768000,40320*ell(G2-H1-ACD),Q11_RESCALED_CLOCK_GEOMETRIC_MEAN,T_REN=T_PHYSICAL/N,LOG_Z_REN=(1/N^3)*LOG_Z_PANEL,(1-x_G2-H1-ACD^1)^(-1),1,1,EXACT_BASE_OWNER_FACTOR_AT_EVERY_LEVEL,false,false,false
