GIT OBJECT AUDIT — FIXED 82293 MERGE / 8190 RESEARCH CHECKPOINT
Actual read-only mechanical object audit; not a mathematics review.
UTC record: 2026-09-05 08:49:23 UTC (supplemental read followed).
Fixed merge: 82293de4105ccc0139acc288a26278261b3426a2
Fixed research: 8190c0499bd5edc19e97c7a8d2331076a8df5cb0
Repository: /root/autodl-tmp/hilbert-polya-structure
Workspace: /root/autodl-tmp/symbolic_dynamics
Method: git ls-tree -r -z of fixed commits; git cat-file --batch raw blob bytes compared directly with Path.read_bytes workspace bytes. No mirror file-copy comparison.
Initial preflight HEAD/origin/main=82293 and git status empty. Main fixed-object run HEAD/origin/main had advanced to 9a394ee2 through root's separate checkpoint; its start/end status were empty. Later supplemental status has only root-owned symbolic_dynamics/README.md modification, reported by root; no Git writes performed by this audit.
Primary process exit=0; compared_unique_files=842; compared_bytes=39285756
All scope inventories equal; missing=0; extra=0; mismatched_bytes=0; symlinks=0; scoped_research_to_merge_object_deltas=0
Package-local nonself manifests=36; actual rows checked against raw blobs AND workspace=1081; errors=0
These are byte/hash checks, not reruns of verifier assertions, PDF builds, proof reviews or independent scientific certification.

GROUP SUMMARY
group	physical_files	merge_files	research_files	bytes	workspace_path
paper197	82	82	82	5786542	papers/197-ternary-cyclic-sign-difference
paper199	141	141	141	6805232	papers/199-first-one-stirling-splice
paper200	117	117	117	6624922	papers/200-lex-first-alternating-switch
paper202	185	185	185	7147136	papers/202-ternary-ordered-reset
review197a	23	23	23	1287465	docs/papers197_201_sequence/reviews/p197_a
review197b	32	32	32	1728052	docs/papers197_201_sequence/reviews/p197_b
review199a	25	25	25	1115586	docs/papers197_201_sequence/reviews/p199_a
review199b	28	28	28	1476693	docs/papers197_201_sequence/reviews/p199_b
review200a	28	28	28	1751722	docs/papers197_201_sequence/reviews/p200_a
review200b	28	28	28	1767587	docs/papers197_201_sequence/reviews/p200_b
review202a	44	44	44	1487571	docs/papers197_201_sequence/reviews/p202_a
review202b	41	41	41	1671806	docs/papers197_201_sequence/reviews/p202_b
mct_scout	10	10	10	45712	docs/papers197_201_sequence/scouting/monochromatic_triangle_20260905
mct_temporal	11	11	11	28741	docs/papers197_201_sequence/reviews/mct_temporal_pressure_20260905
mct_stage1	13	13	13	63331	docs/papers197_201_sequence/reviews/mct_stage1_20260905
mct_supplement	13	13	13	15897	docs/papers197_201_sequence/reviews/mct_temporal_pin_supplement_20260905
breadth_snapshots	15	15	15	246230	docs/papers197_201_sequence/breadth_snapshots
breadth_index	1	1	1	28690	docs/papers197_201_sequence/STAGE1_BREADTH_INDEX.tsv
breadth_reconciliation	1	1	1	18446	docs/papers197_201_sequence/BREADTH_RECONCILIATION.md
lfctr_correction	1	1	1	2692	docs/papers197_201_sequence/LFCTR_HISTORY_COUNT_CORRECTION.md
mct_adjudication	1	1	1	6723	docs/papers197_201_sequence/MCT_ROOT_ADJUDICATION.md
historical_artifact_snapshot	1	1	1	135092	docs/research_state/ARTIFACT_SNAPSHOT_2026-09-05.json
historical_paper_index	1	1	1	43888	docs/research_state/PAPER_ARTIFACT_INDEX.tsv

PER-FILE EXACT BYTE RESULTS
group	git_blob_oid	git_mode	bytes	git_sha256	workspace_sha256	result	path
paper199	b239ff14c0bc723ee7ee88b7df16d4b3b8df2e6f	100644	1444	647305d4bc9c0574481ee696f71a8ce03ce3af09d663b22021990d94072cbf44	647305d4bc9c0574481ee696f71a8ce03ce3af09d663b22021990d94072cbf44	BYTE_EQUAL	papers/199-first-one-stirling-splice/round0_snapshot/cold_build_1/main.out
paper199	75830d2f67348ae60f3268614173277b5b73f358	100644	320789	b6ba18a10e83281c1dd491b47cf5d8513ab9914933c659411c8d5c24b72478a0	b6ba18a10e83281c1dd491b47cf5d8513ab9914933c659411c8d5c24b72478a0	BYTE_EQUAL	papers/199-first-one-stirling-splice/round0_snapshot/cold_build_1/main.pdf
paper199	dfc68d39e4f368b74db6bcdf53f07ce5dbf56817	100644	13563	33e5e27fe6c9cedef8490bc33628ce06dcef0416784ed4e2671c341cdbc80beb	33e5e27fe6c9cedef8490bc33628ce06dcef0416784ed4e2671c341cdbc80beb	BYTE_EQUAL	papers/199-first-one-stirling-splice/round0_snapshot/cold_build_1/main.tex
paper199	84cfb5881a3413f91eee576fa9274f36a22ca411	100644	8040	765e7ac5e3f0dedabe04622569e3e1c571a4570d57f185d5261beb3b0f191e13	765e7ac5e3f0dedabe04622569e3e1c571a4570d57f185d5261beb3b0f191e13	BYTE_EQUAL	papers/199-first-one-stirling-splice/round0_snapshot/cold_build_1/pass1.stdout
paper199	310c404be75f5c31b99896674a820042dc931f4b	100644	7358	a2c6e97d23a51b97a15527dfb4a46d2a8de4db6331ecbfda8c965de95f7bae7d	a2c6e97d23a51b97a15527dfb4a46d2a8de4db6331ecbfda8c965de95f7bae7d	BYTE_EQUAL	papers/199-first-one-stirling-splice/round0_snapshot/cold_build_1/pass2.stdout
paper199	c20904282d8610620dc61fc47214f36def714e6f	100644	6630	7e4149a7cef91175d806e9c013fff8c034709563fc6d4080df0c1e2c7ad9a7ae	7e4149a7cef91175d806e9c013fff8c034709563fc6d4080df0c1e2c7ad9a7ae	BYTE_EQUAL	papers/199-first-one-stirling-splice/round0_snapshot/cold_build_1/pass3.stdout
paper199	ded90bac1fa85f5585b7d45bb69361b6fc8e5378	100644	1162	bea6c3a80631bd0a2450813d8b981214c852e0681cb4a33cdb7d2730a4b2bb28	bea6c3a80631bd0a2450813d8b981214c852e0681cb4a33cdb7d2730a4b2bb28	BYTE_EQUAL	papers/199-first-one-stirling-splice/round0_snapshot/cold_build_1/references.bib
paper199	98b46fb4a7b27ccdabb2de6b0acc86763fe5f2fd	100644	158	7b0a0a8d2f1749b44546479273ee9d474d9656cc2a276630ff83cc8a72044dc9	7b0a0a8d2f1749b44546479273ee9d474d9656cc2a276630ff83cc8a72044dc9	BYTE_EQUAL	papers/199-first-one-stirling-splice/round0_snapshot/cold_build_2/bibtex.stdout
paper199	8b04ce4dcf2266657ff77d30585b1c5d4d1975c1	100644	2869	194b1a8729e8f32725ed5f6cd2a39163013c3356efaf4886c33894889c60ffe5	194b1a8729e8f32725ed5f6cd2a39163013c3356efaf4886c33894889c60ffe5	BYTE_EQUAL	papers/199-first-one-stirling-splice/round0_snapshot/cold_build_2/main.aux
paper199	316f67d4f711799d7d1f334ae0772bf44f6867cc	100644	1450	9dd797461eac696efd65ebbf626b433eb14eea4a37068581eec21f570aae7fb5	9dd797461eac696efd65ebbf626b433eb14eea4a37068581eec21f570aae7fb5	BYTE_EQUAL	papers/199-first-one-stirling-splice/round0_snapshot/cold_build_2/main.bbl
paper199	026936cd5ec71cee77fdaea0fc84bce907a05403	100644	894	56ee7edf070002e1250ca478efa7a66094e09c3649219612be4984ac27a6f61c	56ee7edf070002e1250ca478efa7a66094e09c3649219612be4984ac27a6f61c	BYTE_EQUAL	papers/199-first-one-stirling-splice/round0_snapshot/cold_build_2/main.blg
paper199	e2f8e10d5faf172509dba645d9e205c7a04f7ba0	100644	26335	9a7f02bfe1b2362149779edfff9ea2730aea592ddbb0566d224979133f0224eb	9a7f02bfe1b2362149779edfff9ea2730aea592ddbb0566d224979133f0224eb	BYTE_EQUAL	papers/199-first-one-stirling-splice/round0_snapshot/cold_build_2/main.log
paper199	b239ff14c0bc723ee7ee88b7df16d4b3b8df2e6f	100644	1444	647305d4bc9c0574481ee696f71a8ce03ce3af09d663b22021990d94072cbf44	647305d4bc9c0574481ee696f71a8ce03ce3af09d663b22021990d94072cbf44	BYTE_EQUAL	papers/199-first-one-stirling-splice/round0_snapshot/cold_build_2/main.out
paper199	75830d2f67348ae60f3268614173277b5b73f358	100644	320789	b6ba18a10e83281c1dd491b47cf5d8513ab9914933c659411c8d5c24b72478a0	b6ba18a10e83281c1dd491b47cf5d8513ab9914933c659411c8d5c24b72478a0	BYTE_EQUAL	papers/199-first-one-stirling-splice/round0_snapshot/cold_build_2/main.pdf
paper199	dfc68d39e4f368b74db6bcdf53f07ce5dbf56817	100644	13563	33e5e27fe6c9cedef8490bc33628ce06dcef0416784ed4e2671c341cdbc80beb	33e5e27fe6c9cedef8490bc33628ce06dcef0416784ed4e2671c341cdbc80beb	BYTE_EQUAL	papers/199-first-one-stirling-splice/round0_snapshot/cold_build_2/main.tex
paper199	84cfb5881a3413f91eee576fa9274f36a22ca411	100644	8040	765e7ac5e3f0dedabe04622569e3e1c571a4570d57f185d5261beb3b0f191e13	765e7ac5e3f0dedabe04622569e3e1c571a4570d57f185d5261beb3b0f191e13	BYTE_EQUAL	papers/199-first-one-stirling-splice/round0_snapshot/cold_build_2/pass1.stdout
paper199	310c404be75f5c31b99896674a820042dc931f4b	100644	7358	a2c6e97d23a51b97a15527dfb4a46d2a8de4db6331ecbfda8c965de95f7bae7d	a2c6e97d23a51b97a15527dfb4a46d2a8de4db6331ecbfda8c965de95f7bae7d	BYTE_EQUAL	papers/199-first-one-stirling-splice/round0_snapshot/cold_build_2/pass2.stdout
paper199	c20904282d8610620dc61fc47214f36def714e6f	100644	6630	7e4149a7cef91175d806e9c013fff8c034709563fc6d4080df0c1e2c7ad9a7ae	7e4149a7cef91175d806e9c013fff8c034709563fc6d4080df0c1e2c7ad9a7ae	BYTE_EQUAL	papers/199-first-one-stirling-splice/round0_snapshot/cold_build_2/pass3.stdout
paper199	ded90bac1fa85f5585b7d45bb69361b6fc8e5378	100644	1162	bea6c3a80631bd0a2450813d8b981214c852e0681cb4a33cdb7d2730a4b2bb28	bea6c3a80631bd0a2450813d8b981214c852e0681cb4a33cdb7d2730a4b2bb28	BYTE_EQUAL	papers/199-first-one-stirling-splice/round0_snapshot/cold_build_2/references.bib
paper199	75830d2f67348ae60f3268614173277b5b73f358	100644	320789	b6ba18a10e83281c1dd491b47cf5d8513ab9914933c659411c8d5c24b72478a0	b6ba18a10e83281c1dd491b47cf5d8513ab9914933c659411c8d5c24b72478a0	BYTE_EQUAL	papers/199-first-one-stirling-splice/round0_snapshot/main.pdf
paper199	dfc68d39e4f368b74db6bcdf53f07ce5dbf56817	100644	13563	33e5e27fe6c9cedef8490bc33628ce06dcef0416784ed4e2671c341cdbc80beb	33e5e27fe6c9cedef8490bc33628ce06dcef0416784ed4e2671c341cdbc80beb	BYTE_EQUAL	papers/199-first-one-stirling-splice/round0_snapshot/main.tex
paper199	ded90bac1fa85f5585b7d45bb69361b6fc8e5378	100644	1162	bea6c3a80631bd0a2450813d8b981214c852e0681cb4a33cdb7d2730a4b2bb28	bea6c3a80631bd0a2450813d8b981214c852e0681cb4a33cdb7d2730a4b2bb28	BYTE_EQUAL	papers/199-first-one-stirling-splice/round0_snapshot/references.bib
paper200	ca4e924682a7ad24724a8192a8a5afbd982024c7	100644	1455	4cad8981bb10d973d7ad5c4f8db12d36116b98fb76dbddfa1c22cc90f17d54f0	4cad8981bb10d973d7ad5c4f8db12d36116b98fb76dbddfa1c22cc90f17d54f0	BYTE_EQUAL	papers/200-lex-first-alternating-switch/BUILD.md
paper200	49fa60068740607a1bd5219eb0cfe5baa090a030	100644	1727	daf36b2f9e83dfa9dd25598734a0f0abb4f6c33eb8892f672ed20ef37afbdf4b	daf36b2f9e83dfa9dd25598734a0f0abb4f6c33eb8892f672ed20ef37afbdf4b	BYTE_EQUAL	papers/200-lex-first-alternating-switch/CLAIMS_EVIDENCE.md
paper200	b1c3b0662dc500dc6ba149cf1250dec943165dc8	100644	1079	7b7a8a510d72467b23bf16a1d4a000a494c5ca43b39b449bcf872d570890744c	7b7a8a510d72467b23bf16a1d4a000a494c5ca43b39b449bcf872d570890744c	BYTE_EQUAL	papers/200-lex-first-alternating-switch/CLAIM_INTENT.md
paper200	b832dfa9b7dd94a69eb31f87b559cbb93faea789	100644	439	d3719ceb74775c83e2c6e9664f464a0ba96c289ae0ad02157b055447522a8576	d3719ceb74775c83e2c6e9664f464a0ba96c289ae0ad02157b055447522a8576	BYTE_EQUAL	papers/200-lex-first-alternating-switch/FIGURE_PLAN.md
paper200	d5e82a70cbd349c6cc6523303494f5a386e07324	100644	3300	4d08d47f78eadb9fcd83058289e260c399bd1e17299b3d65ca328f72a09abc7c	4d08d47f78eadb9fcd83058289e260c399bd1e17299b3d65ca328f72a09abc7c	BYTE_EQUAL	papers/200-lex-first-alternating-switch/FINAL_QA.md
paper200	4cc164f8e02c311f67081e4fb18c13b5f7b5e161	100644	1806	edd325983073b4fdb8514cc6a18298c337d9f324308e0efbcd1bdd8b77213b1a	edd325983073b4fdb8514cc6a18298c337d9f324308e0efbcd1bdd8b77213b1a	BYTE_EQUAL	papers/200-lex-first-alternating-switch/IMPROVEMENT_LOG.md
paper200	04dd38c9ab9c936246729f0bef6d86e0a68485f4	100644	1796	93c4f6fa1169049ee105a97ec369c8c77f3d8b502d411ddaf0500f452e6a06e2	93c4f6fa1169049ee105a97ec369c8c77f3d8b502d411ddaf0500f452e6a06e2	BYTE_EQUAL	papers/200-lex-first-alternating-switch/NARRATIVE_REPORT.md
paper200	51c99a391bfabdc21eff3bd83c76daf585759ea5	100644	918	bb41b93f039332315eba69ce5b7fdacdba2565e599bc77603b06b54a4ceca0e0	bb41b93f039332315eba69ce5b7fdacdba2565e599bc77603b06b54a4ceca0e0	BYTE_EQUAL	papers/200-lex-first-alternating-switch/PAPER_IMPROVEMENT_STATE.md
paper200	3130b1c77cbc1b04ee2ed9d043c7cfca9dac7191	100644	11550	73a66567e231fbdcd8296ab969313cb1c57fad805dcc2b50ef2f6e79c3481e1b	73a66567e231fbdcd8296ab969313cb1c57fad805dcc2b50ef2f6e79c3481e1b	BYTE_EQUAL	papers/200-lex-first-alternating-switch/PAPER_PLAN.md
paper200	86dfcdd2df180cdb0e3259e5bbae70237bd0a94a	100644	2198	0b246d24b9a6f848879aba9cfe00ba1f3b823ebe2af132da2f2f135c813e6587	0b246d24b9a6f848879aba9cfe00ba1f3b823ebe2af132da2f2f135c813e6587	BYTE_EQUAL	papers/200-lex-first-alternating-switch/PROOF_PACKAGE.md
paper200	c842705767c602697a8fc515b7da6f3557b562be	100644	1423	da8c961acb4ecaeceff7866227a8ca4b1d3354aa02729566466389f403ebc1ed	da8c961acb4ecaeceff7866227a8ca4b1d3354aa02729566466389f403ebc1ed	BYTE_EQUAL	papers/200-lex-first-alternating-switch/README.md
paper200	0d92dc721fb9ae8fd21f229621df98f049b29d9f	100644	1333	7bcd9c9c7bcad3459ff4dd0470ad50e8b936f53ba9b90905e72d8b0b7ab27752	7bcd9c9c7bcad3459ff4dd0470ad50e8b936f53ba9b90905e72d8b0b7ab27752	BYTE_EQUAL	papers/200-lex-first-alternating-switch/ROUND1_RECEIPT.md
paper200	690dada0f27a5fcb33be220cdfce9bdd5fc17bbf	100644	1923	bab84ed82110c21ae0fb723631a100345c9776f4a1a28c69943e9eb73a633c2b	bab84ed82110c21ae0fb723631a100345c9776f4a1a28c69943e9eb73a633c2b	BYTE_EQUAL	papers/200-lex-first-alternating-switch/ROUND2_RECEIPT.md
paper200	2500ca6147c734e2f215b5c34ab0dde4e7610de5	100644	2261	af7641eb835c18402c2c22688ca53ad00d828e937bbd7ee1dbac7be5a4d863a1	af7641eb835c18402c2c22688ca53ad00d828e937bbd7ee1dbac7be5a4d863a1	BYTE_EQUAL	papers/200-lex-first-alternating-switch/SELF_QA.md
paper200	ae62296923fdfa971373c5756f1919ee78189acd	100644	10918	ba4665d83973526faf6e1368a9766f8d298d3393c303d9d4088112d939b64e74	ba4665d83973526faf6e1368a9766f8d298d3393c303d9d4088112d939b64e74	BYTE_EQUAL	papers/200-lex-first-alternating-switch/SHA256SUMS
paper200	95ec46a2d7443143917216ceb0c54ff7f75b9503	100644	6253	aeb601e827c3fa4933462d0d2b7238f60b69517aa0bb0dd895a4bc5d9b7740e0	aeb601e827c3fa4933462d0d2b7238f60b69517aa0bb0dd895a4bc5d9b7740e0	BYTE_EQUAL	papers/200-lex-first-alternating-switch/SHA256SUMS_round0_handoff
paper200	c8fba3fbdc066a45864348d9d01039e51ab3733e	100644	2798	035094d40e94d26ae60ff80a25a5c58597187057ace720a385f039c11ea4ef43	035094d40e94d26ae60ff80a25a5c58597187057ace720a385f039c11ea4ef43	BYTE_EQUAL	papers/200-lex-first-alternating-switch/SOURCE_VERIFICATION.md
paper200	98b46fb4a7b27ccdabb2de6b0acc86763fe5f2fd	100644	158	7b0a0a8d2f1749b44546479273ee9d474d9656cc2a276630ff83cc8a72044dc9	7b0a0a8d2f1749b44546479273ee9d474d9656cc2a276630ff83cc8a72044dc9	BYTE_EQUAL	papers/200-lex-first-alternating-switch/build_bibtex.stdout
paper200	4205d3cd9a8b2e56599fbe2a1282edeb90596d5e	100644	6480	9aa36110e395ce81befdaaac83c4b93d3b323b8c06ecef44d32687f9d883ee5b	9aa36110e395ce81befdaaac83c4b93d3b323b8c06ecef44d32687f9d883ee5b	BYTE_EQUAL	papers/200-lex-first-alternating-switch/build_pass1.stdout
paper200	4205d3cd9a8b2e56599fbe2a1282edeb90596d5e	100644	6480	9aa36110e395ce81befdaaac83c4b93d3b323b8c06ecef44d32687f9d883ee5b	9aa36110e395ce81befdaaac83c4b93d3b323b8c06ecef44d32687f9d883ee5b	BYTE_EQUAL	papers/200-lex-first-alternating-switch/build_pass2.stdout
paper200	4205d3cd9a8b2e56599fbe2a1282edeb90596d5e	100644	6480	9aa36110e395ce81befdaaac83c4b93d3b323b8c06ecef44d32687f9d883ee5b	9aa36110e395ce81befdaaac83c4b93d3b323b8c06ecef44d32687f9d883ee5b	BYTE_EQUAL	papers/200-lex-first-alternating-switch/build_pass3.stdout
paper200	46614d9a8e27c9a754dcf9c78aaf748948010beb	100644	1549	9f1c320e2a79248ae2c9ba9b04bfee45540b3063e6d137f12996b898e9715f83	9f1c320e2a79248ae2c9ba9b04bfee45540b3063e6d137f12996b898e9715f83	BYTE_EQUAL	papers/200-lex-first-alternating-switch/code/CANONICAL.txt
paper200	46614d9a8e27c9a754dcf9c78aaf748948010beb	100644	1549	9f1c320e2a79248ae2c9ba9b04bfee45540b3063e6d137f12996b898e9715f83	9f1c320e2a79248ae2c9ba9b04bfee45540b3063e6d137f12996b898e9715f83	BYTE_EQUAL	papers/200-lex-first-alternating-switch/code/RUN1.txt
paper200	46614d9a8e27c9a754dcf9c78aaf748948010beb	100644	1549	9f1c320e2a79248ae2c9ba9b04bfee45540b3063e6d137f12996b898e9715f83	9f1c320e2a79248ae2c9ba9b04bfee45540b3063e6d137f12996b898e9715f83	BYTE_EQUAL	papers/200-lex-first-alternating-switch/code/RUN2.txt
paper200	32e89d3ce9f207800578ea964a48f6f24337952b	100644	7449	ba5d74cb537bca90a58619c0345333490a52e55bdd566d2a88303b9fda678feb	ba5d74cb537bca90a58619c0345333490a52e55bdd566d2a88303b9fda678feb	BYTE_EQUAL	papers/200-lex-first-alternating-switch/code/verify.py
paper200	46614d9a8e27c9a754dcf9c78aaf748948010beb	100644	1549	9f1c320e2a79248ae2c9ba9b04bfee45540b3063e6d137f12996b898e9715f83	9f1c320e2a79248ae2c9ba9b04bfee45540b3063e6d137f12996b898e9715f83	BYTE_EQUAL	papers/200-lex-first-alternating-switch/frozen_round1/code/CANONICAL.txt
paper200	32e89d3ce9f207800578ea964a48f6f24337952b	100644	7449	ba5d74cb537bca90a58619c0345333490a52e55bdd566d2a88303b9fda678feb	ba5d74cb537bca90a58619c0345333490a52e55bdd566d2a88303b9fda678feb	BYTE_EQUAL	papers/200-lex-first-alternating-switch/frozen_round1/code/verify.py
paper200	d2bd4823b854ad07df8a65bd5531caf3ac88fbe9	100644	18207	0827a2bf6d3162699074bbfbe5152108bd9bda897c8b1a08e924b514cc83e8ea	0827a2bf6d3162699074bbfbe5152108bd9bda897c8b1a08e924b514cc83e8ea	BYTE_EQUAL	papers/200-lex-first-alternating-switch/frozen_round1/main.tex
paper200	ed135bd9248612978dc7f4e888f8c52a65117782	100644	968	219606cad56fc4232e376271552b795f12cef63c538ebe3f657faa6833c47277	219606cad56fc4232e376271552b795f12cef63c538ebe3f657faa6833c47277	BYTE_EQUAL	papers/200-lex-first-alternating-switch/frozen_round1/references.bib
paper200	46614d9a8e27c9a754dcf9c78aaf748948010beb	100644	1549	9f1c320e2a79248ae2c9ba9b04bfee45540b3063e6d137f12996b898e9715f83	9f1c320e2a79248ae2c9ba9b04bfee45540b3063e6d137f12996b898e9715f83	BYTE_EQUAL	papers/200-lex-first-alternating-switch/frozen_round2/code/CANONICAL.txt
paper200	32e89d3ce9f207800578ea964a48f6f24337952b	100644	7449	ba5d74cb537bca90a58619c0345333490a52e55bdd566d2a88303b9fda678feb	ba5d74cb537bca90a58619c0345333490a52e55bdd566d2a88303b9fda678feb	BYTE_EQUAL	papers/200-lex-first-alternating-switch/frozen_round2/code/verify.py
paper200	d2bd4823b854ad07df8a65bd5531caf3ac88fbe9	100644	18207	0827a2bf6d3162699074bbfbe5152108bd9bda897c8b1a08e924b514cc83e8ea	0827a2bf6d3162699074bbfbe5152108bd9bda897c8b1a08e924b514cc83e8ea	BYTE_EQUAL	papers/200-lex-first-alternating-switch/frozen_round2/main.tex
paper200	ed135bd9248612978dc7f4e888f8c52a65117782	100644	968	219606cad56fc4232e376271552b795f12cef63c538ebe3f657faa6833c47277	219606cad56fc4232e376271552b795f12cef63c538ebe3f657faa6833c47277	BYTE_EQUAL	papers/200-lex-first-alternating-switch/frozen_round2/references.bib
paper200	8b93cb8691e53db7b3bf583301bff3ecb38f6893	100644	3275	189b33fe637e25658dd02a4d2c1799c44c50b27c50e2574e9078fc6979f42216	189b33fe637e25658dd02a4d2c1799c44c50b27c50e2574e9078fc6979f42216	BYTE_EQUAL	papers/200-lex-first-alternating-switch/main.aux
paper200	f448ac4435cd0fe1acd24cf1fc54e0a0a5608eae	100644	1184	d0400ee8cff581d22badf2780c2297d608ab714eb416c782df9d33ea10eb5bb5	d0400ee8cff581d22badf2780c2297d608ab714eb416c782df9d33ea10eb5bb5	BYTE_EQUAL	papers/200-lex-first-alternating-switch/main.bbl
paper200	fbd98afe6f3e6c5e9ad75093c8ba171d3314de08	100644	893	7579cfe7f709544648d5f4b8510c705f8632deef76631de2e416800a0164a37b	7579cfe7f709544648d5f4b8510c705f8632deef76631de2e416800a0164a37b	BYTE_EQUAL	papers/200-lex-first-alternating-switch/main.blg
paper200	5ccce04e9c17127ddeab56cfe01d61e72b26f028	100644	26185	4ab752db40c91c65d9462132f91565c3598eac966a21a0f8ca2aa9a66f746bee	4ab752db40c91c65d9462132f91565c3598eac966a21a0f8ca2aa9a66f746bee	BYTE_EQUAL	papers/200-lex-first-alternating-switch/main.log
paper200	6c777dc7c1ea5f4c7621da85352aacb0d998b65b	100644	1574	e32f85f58ef5d0c6edd26ea6aca0e352c9533c589305eaea852862bcf4f84be0	e32f85f58ef5d0c6edd26ea6aca0e352c9533c589305eaea852862bcf4f84be0	BYTE_EQUAL	papers/200-lex-first-alternating-switch/main.out
paper200	a261be3683733508c03ea1e571ac4c502a540d48	100644	290689	7226b56257356fe3869a957983e0c92a7dbc79470f3e504f0f031c4b6248b3ea	7226b56257356fe3869a957983e0c92a7dbc79470f3e504f0f031c4b6248b3ea	BYTE_EQUAL	papers/200-lex-first-alternating-switch/main.pdf
paper200	d2bd4823b854ad07df8a65bd5531caf3ac88fbe9	100644	18207	0827a2bf6d3162699074bbfbe5152108bd9bda897c8b1a08e924b514cc83e8ea	0827a2bf6d3162699074bbfbe5152108bd9bda897c8b1a08e924b514cc83e8ea	BYTE_EQUAL	papers/200-lex-first-alternating-switch/main.tex
paper200	a261be3683733508c03ea1e571ac4c502a540d48	100644	290689	7226b56257356fe3869a957983e0c92a7dbc79470f3e504f0f031c4b6248b3ea	7226b56257356fe3869a957983e0c92a7dbc79470f3e504f0f031c4b6248b3ea	BYTE_EQUAL	papers/200-lex-first-alternating-switch/main_round0_original.pdf
paper200	a261be3683733508c03ea1e571ac4c502a540d48	100644	290689	7226b56257356fe3869a957983e0c92a7dbc79470f3e504f0f031c4b6248b3ea	7226b56257356fe3869a957983e0c92a7dbc79470f3e504f0f031c4b6248b3ea	BYTE_EQUAL	papers/200-lex-first-alternating-switch/main_round1.pdf
paper200	a261be3683733508c03ea1e571ac4c502a540d48	100644	290689	7226b56257356fe3869a957983e0c92a7dbc79470f3e504f0f031c4b6248b3ea	7226b56257356fe3869a957983e0c92a7dbc79470f3e504f0f031c4b6248b3ea	BYTE_EQUAL	papers/200-lex-first-alternating-switch/main_round2.pdf
paper200	cd51dd08e2fe787eb7d28cac592597ecf0db0847	100644	2847	e9d134b3de9fb2566f07703312b7b1a6f6a5ca8a7aca5c46d1e2362143634f35	e9d134b3de9fb2566f07703312b7b1a6f6a5ca8a7aca5c46d1e2362143634f35	BYTE_EQUAL	papers/200-lex-first-alternating-switch/qa_final/SHA256SUMS
paper200	98b46fb4a7b27ccdabb2de6b0acc86763fe5f2fd	100644	158	7b0a0a8d2f1749b44546479273ee9d474d9656cc2a276630ff83cc8a72044dc9	7b0a0a8d2f1749b44546479273ee9d474d9656cc2a276630ff83cc8a72044dc9	BYTE_EQUAL	papers/200-lex-first-alternating-switch/qa_final/cold_build_1/bibtex.stdout
paper200	8b93cb8691e53db7b3bf583301bff3ecb38f6893	100644	3275	189b33fe637e25658dd02a4d2c1799c44c50b27c50e2574e9078fc6979f42216	189b33fe637e25658dd02a4d2c1799c44c50b27c50e2574e9078fc6979f42216	BYTE_EQUAL	papers/200-lex-first-alternating-switch/qa_final/cold_build_1/main.aux
paper200	f448ac4435cd0fe1acd24cf1fc54e0a0a5608eae	100644	1184	d0400ee8cff581d22badf2780c2297d608ab714eb416c782df9d33ea10eb5bb5	d0400ee8cff581d22badf2780c2297d608ab714eb416c782df9d33ea10eb5bb5	BYTE_EQUAL	papers/200-lex-first-alternating-switch/qa_final/cold_build_1/main.bbl
paper200	fbd98afe6f3e6c5e9ad75093c8ba171d3314de08	100644	893	7579cfe7f709544648d5f4b8510c705f8632deef76631de2e416800a0164a37b	7579cfe7f709544648d5f4b8510c705f8632deef76631de2e416800a0164a37b	BYTE_EQUAL	papers/200-lex-first-alternating-switch/qa_final/cold_build_1/main.blg
paper200	47cb6389bcd0b22e21d3da2512b4682abd675ccf	100644	51444	3829c72947eff2996d1485f0995b5bf6a256d88691981ba108aa250ec347be86	3829c72947eff2996d1485f0995b5bf6a256d88691981ba108aa250ec347be86	BYTE_EQUAL	papers/200-lex-first-alternating-switch/qa_final/cold_build_1/main.fls
paper200	bc56a7e01e551aba4a04e5009cb2f81df93b89d0	100644	26185	6124fde2dbcc0a592f6c788532254bebc6813fa5ef232422b352479c495a7050	6124fde2dbcc0a592f6c788532254bebc6813fa5ef232422b352479c495a7050	BYTE_EQUAL	papers/200-lex-first-alternating-switch/qa_final/cold_build_1/main.log
paper200	6c777dc7c1ea5f4c7621da85352aacb0d998b65b	100644	1574	e32f85f58ef5d0c6edd26ea6aca0e352c9533c589305eaea852862bcf4f84be0	e32f85f58ef5d0c6edd26ea6aca0e352c9533c589305eaea852862bcf4f84be0	BYTE_EQUAL	papers/200-lex-first-alternating-switch/qa_final/cold_build_1/main.out
paper200	a261be3683733508c03ea1e571ac4c502a540d48	100644	290689	7226b56257356fe3869a957983e0c92a7dbc79470f3e504f0f031c4b6248b3ea	7226b56257356fe3869a957983e0c92a7dbc79470f3e504f0f031c4b6248b3ea	BYTE_EQUAL	papers/200-lex-first-alternating-switch/qa_final/cold_build_1/main.pdf
