row_id	query_id	family	rank	observed_at	retrieval_status	title	url	canonical_work_key	matched_source_id	dedupe_status	duplicate_of	screen_decision	screen_reason	historical_row_substitution
P29-Q-C11-R03	P29-Q-C11	C	3	2026-09-04	RETRIEVED_CURRENT_REPLAY	dblp: The Linearity of the Conjugacy Problem in Word-hyperbolic Groups.	https://dblp.dagstuhl.de/rec/journals/ijac/EpsteinH06.html	corpus:P29-S13	P29-S13	DUPLICATE	P29-Q-C11-R01	DUPLICATE_REMOVED	Same current-replay work key as P29-Q-C11-R01; authoritative-manifestation preference then query order and rank selected the representative.	false
P29-Q-C12-R01	P29-Q-C12	C	1	2026-09-04	RETRIEVED_CURRENT_REPLAY	Conjugacy problem in groups of oriented geometrizable 3-manifolds - ScienceDirect	https://www.sciencedirect.com/science/article/pii/S0040938305000595	corpus:P29-S12	P29-S12	UNIQUE_WITHIN_CURRENT_BOUND		RETAINED_EXISTING_ADMITTED_SOURCE	Current replay manifestation resolves to frozen admitted identifier P29-S12; no corpus or scientific-status change.	false
P29-Q-C12-R02	P29-Q-C12	C	2	2026-09-04	RETRIEVED_CURRENT_REPLAY	Conjugacy problem in groups of oriented geometrizable 3-manifolds	https://www.researchgate.net/publication/222409968_Conjugacy_problem_in_groups_of_oriented_geometrizable_3-manifolds	corpus:P29-S12	P29-S12	DUPLICATE	P29-Q-C12-R01	DUPLICATE_REMOVED	Same current-replay work key as P29-Q-C12-R01; authoritative-manifestation preference then query order and rank selected the representative.	false
P29-Q-C12-R03	P29-Q-C12	C	3	2026-09-04	RETRIEVED_CURRENT_REPLAY	publications	https://www.jean-philippe-preaux.fr/pages/jptwo.htm	url:jean-philippe-preaux.fr/pages/jptwo.htm		UNIQUE_WITHIN_CURRENT_BOUND		EXCLUDED_REPLAY_ONLY	current replay observation does not match the frozen admitted 22-source set; corpus expansion is not authorized	false
P29-Q-C13-R01	P29-Q-C13	C	1	2026-09-04	RETRIEVED_CURRENT_REPLAY	Publications: Dan Segal	https://people.maths.ox.ac.uk/segal/files/Publications/SegalPubs2023.pdf	title:publications dan segal		UNIQUE_WITHIN_CURRENT_BOUND		EXCLUDED_REPLAY_ONLY	current replay observation does not match the frozen admitted 22-source set; corpus expansion is not authorized	false
P29-Q-C13-R02	P29-Q-C13	C	2	2026-09-04	RETRIEVED_CURRENT_REPLAY	BIBLIOGRAPHY                                                                 121	https://jvoight.github.io/compmfs-aws.pdf	url:jvoight.github.io/compmfs-aws.pdf		UNIQUE_WITHIN_CURRENT_BOUND		EXCLUDED_REPLAY_ONLY	current replay observation does not match the frozen admitted 22-source set; corpus expansion is not authorized	false
P29-Q-C13-R03	P29-Q-C13	C	3	2026-09-04	RETRIEVED_CURRENT_REPLAY	Uspekhi Mat. Nauk 37:3 (1982), 3-54	https://www.mathnet.ru/links/b7db1cb42fc4bc1f14c99fc2b803e9a3/rm3706_eng.pdf	title:uspekhi mat nauk 37 3 1982 3 54		UNIQUE_WITHIN_CURRENT_BOUND		EXCLUDED_REPLAY_ONLY	current replay observation does not match the frozen admitted 22-source set; corpus expansion is not authorized	false
P29-Q-C14-R01	P29-Q-C14	C	1	2026-09-04	RETRIEVED_CURRENT_REPLAY	Solution of the Conjugacy Problem in Certain Arithmetic Groups - ScienceDirect	https://www.sciencedirect.com/science/chapter/bookseries/pii/S0049237X08713351	corpus:P29-S15	P29-S15	UNIQUE_WITHIN_CURRENT_BOUND		RETAINED_EXISTING_ADMITTED_SOURCE	Current replay manifestation resolves to frozen admitted identifier P29-S15; no corpus or scientific-status change.	false
P29-Q-C14-R02	P29-Q-C14	C	2	2026-09-04	RETRIEVED_CURRENT_REPLAY	Some General Algorithms. I: Arithmetic Groups | JSTOR	https://www.jstor.org/stable/1971091	corpus:P29-S11	P29-S11	UNIQUE_WITHIN_CURRENT_BOUND		RETAINED_EXISTING_ADMITTED_SOURCE	Current replay manifestation resolves to frozen admitted identifier P29-S11; no corpus or scientific-status change.	false
P29-Q-C14-R03	P29-Q-C14	C	3	2026-09-04	RETRIEVED_CURRENT_REPLAY	Fritz J. Grunewald | ScienceDirect	https://www.sciencedirect.com/author/7003960252/fritz-j-grunewald	title:fritz j grunewald sciencedirect		UNIQUE_WITHIN_CURRENT_BOUND		EXCLUDED_REPLAY_ONLY	current replay observation does not match the frozen admitted 22-source set; corpus expansion is not authorized	false
P29-Q-C15-R01	P29-Q-C15	C	1	2026-09-04	RETRIEVED_CURRENT_REPLAY	The conjugacy problem in GL (n,Z) - Eick - 2019 - Journal of the London Mathematical Society - Wiley Online Library	https://londmathsoc.onlinelibrary.wiley.com/doi/10.1112/jlms.12246	corpus:P29-S14	P29-S14	UNIQUE_WITHIN_CURRENT_BOUND		RETAINED_EXISTING_ADMITTED_SOURCE	Current replay manifestation resolves to frozen admitted identifier P29-S14; no corpus or scientific-status change.	false
P29-Q-C15-R02	P29-Q-C15	C	2	2026-09-04	RETRIEVED_CURRENT_REPLAY	The conjugacy problem in $GL(n,Z)$	https://arxiv.org/abs/1811.06190	corpus:P29-S14	P29-S14	DUPLICATE	P29-Q-C15-R01	DUPLICATE_REMOVED	Same current-replay work key as P29-Q-C15-R01; authoritative-manifestation preference then query order and rank selected the representative.	false
P29-Q-C15-R03	P29-Q-C15	C	3	2026-09-04	RETRIEVED_CURRENT_REPLAY	The conjugacy problem in GL (n,Z) - Eick - 2019 - Journal of the London Mathematical Society - Wiley Online Library	https://londmathsoc.onlinelibrary.wiley.com/doi/abs/10.1112/jlms.12246	corpus:P29-S14	P29-S14	DUPLICATE	P29-Q-C15-R01	DUPLICATE_REMOVED	Same current-replay work key as P29-Q-C15-R01; authoritative-manifestation preference then query order and rank selected the representative.	false
P29-Q-C16-R00	P29-Q-C16	C		2026-09-04	UNAVAILABLE					NOT_APPLICABLE		UNAVAILABLE	No visible result within the declared top-three/no-pagination replay bound.	false
P29-Q-C17-R00	P29-Q-C17	C		2026-09-04	UNAVAILABLE					NOT_APPLICABLE		UNAVAILABLE	No visible result within the declared top-three/no-pagination replay bound.	false
P29-Q-C18-R00	P29-Q-C18	C		2026-09-04	UNAVAILABLE					NOT_APPLICABLE		UNAVAILABLE	No visible result within the declared top-three/no-pagination replay bound.	false
P29-Q-C19-R01	P29-Q-C19	C	1	2026-09-04	RETRIEVED_CURRENT_REPLAY	Computing arithmetic Kleinian groups	https://www.researchgate.net/publication/225090822_Computing_arithmetic_Kleinian_groups	corpus:P29-S10	P29-S10	DUPLICATE	P29-Q-C07-R01	DUPLICATE_REMOVED	Same current-replay work key as P29-Q-C07-R01; authoritative-manifestation preference then query order and rank selected the representative.	false
P29-Q-C19-R02	P29-Q-C19	C	2	2026-09-04	RETRIEVED_CURRENT_REPLAY	Computing arithmetic Kleinian groups	https://oskar-bordeaux.fr/handle/20.500.12278/189576	corpus:P29-S10	P29-S10	DUPLICATE	P29-Q-C07-R01	DUPLICATE_REMOVED	Same current-replay work key as P29-Q-C07-R01; authoritative-manifestation preference then query order and rank selected the representative.	false
P29-Q-C19-R03	P29-Q-C19	C	3	2026-09-04	RETRIEVED_CURRENT_REPLAY	dblp: Computing arithmetic Kleinian groups.	https://dblp.uni-trier.de/rec/journals/moc/Page15.html	corpus:P29-S10	P29-S10	DUPLICATE	P29-Q-C07-R01	DUPLICATE_REMOVED	Same current-replay work key as P29-Q-C07-R01; authoritative-manifestation preference then query order and rank selected the representative.	false
P29-Q-C20-R01	P29-Q-C20	C	1	2026-09-04	RETRIEVED_CURRENT_REPLAY	Computing arithmetic Kleinian groups	https://www.researchgate.net/publication/225090822_Computing_arithmetic_Kleinian_groups	corpus:P29-S10	P29-S10	DUPLICATE	P29-Q-C07-R01	DUPLICATE_REMOVED	Same current-replay work key as P29-Q-C07-R01; authoritative-manifestation preference then query order and rank selected the representative.	false
P29-Q-C20-R02	P29-Q-C20	C	2	2026-09-04	RETRIEVED_CURRENT_REPLAY	Computing arithmetic Kleinian groups	https://oskar-bordeaux.fr/handle/20.500.12278/189576	corpus:P29-S10	P29-S10	DUPLICATE	P29-Q-C07-R01	DUPLICATE_REMOVED	Same current-replay work key as P29-Q-C07-R01; authoritative-manifestation preference then query order and rank selected the representative.	false
P29-Q-C20-R03	P29-Q-C20	C	3	2026-09-04	RETRIEVED_CURRENT_REPLAY	dblp: Computing arithmetic Kleinian groups.	https://dblp.uni-trier.de/rec/journals/moc/Page15.html	corpus:P29-S10	P29-S10	DUPLICATE	P29-Q-C07-R01	DUPLICATE_REMOVED	Same current-replay work key as P29-Q-C07-R01; authoritative-manifestation preference then query order and rank selected the representative.	false
P29-Q-C21-R01	P29-Q-C21	C	1	2026-09-04	RETRIEVED_CURRENT_REPLAY	Kleinian Groups and Uniformization	https://www.ams.org/books/mmono/062/mmono062-endmatter.pdf	title:kleinian groups and uniformization		UNIQUE_WITHIN_CURRENT_BOUND		EXCLUDED_SOURCE_TYPE	secondary, aggregator, profile, issue-level, or non-research manifestation; no new source is admitted	false
P29-Q-C21-R02	P29-Q-C21	C	2	2026-09-04	RETRIEVED_CURRENT_REPLAY	AMS :: Mathematics of Computation	https://www.ams.org/mcom/0000-000-00/S0025-5718-2023-03858-3/	url:ams.org/mcom/0000-000-00/s0025-5718-2023-03858-3		UNIQUE_WITHIN_CURRENT_BOUND		EXCLUDED_REPLAY_ONLY	current replay observation does not match the frozen admitted 22-source set; corpus expansion is not authorized	false
P29-Q-C21-R03	P29-Q-C21	C	3	2026-09-04	RETRIEVED_CURRENT_REPLAY	Mathematical	https://www.ams.org/books/surv/181/surv181-endmatter.pdf	url:ams.org/books/surv/181/surv181-endmatter.pdf		UNIQUE_WITHIN_CURRENT_BOUND		EXCLUDED_SOURCE_TYPE	secondary, aggregator, profile, issue-level, or non-research manifestation; no new source is admitted	false
P29-Q-C22-R01	P29-Q-C22	C	1	2026-09-04	RETRIEVED_CURRENT_REPLAY	dblp: Mathematics of Computation, Volume 84	https://dblp.org/db/journals/moc/moc84.html	title:dblp mathematics of computation volume 84		UNIQUE_WITHIN_CURRENT_BOUND		EXCLUDED_SOURCE_TYPE	secondary, aggregator, profile, issue-level, or non-research manifestation; no new source is admitted	false
P29-Q-C22-R02	P29-Q-C22	C	2	2026-09-04	RETRIEVED_CURRENT_REPLAY	dblp: Computing arithmetic Kleinian groups.	https://dblp.uni-trier.de/rec/journals/moc/Page15.html	corpus:P29-S10	P29-S10	DUPLICATE	P29-Q-C07-R01	DUPLICATE_REMOVED	Same current-replay work key as P29-Q-C07-R01; authoritative-manifestation preference then query order and rank selected the representative.	false
P29-Q-C22-R03	P29-Q-C22	C	3	2026-09-04	RETRIEVED_CURRENT_REPLAY	Vol. 84, No. 295, SEPTEMBER 2015 of Mathematics of Computation | JSTOR	https://www.jstor.org/stable/i24488873	title:vol 84 no 295 september 2015 of mathematics of computation jstor		UNIQUE_WITHIN_CURRENT_BOUND		EXCLUDED_REPLAY_ONLY	current replay observation does not match the frozen admitted 22-source set; corpus expansion is not authorized	false
P29-Q-I01-R01	P29-Q-I01	I	1	2026-09-04	RETRIEVED_CURRENT_REPLAY	A Textbook of Algebraic Number Theory | Springer Nature Link	https://link.springer.com/book/10.1007/978-981-16-9150-8	title:a textbook of algebraic number theory springer nature link		UNIQUE_WITHIN_CURRENT_BOUND		EXCLUDED_REPLAY_ONLY	current replay observation does not match the frozen admitted 22-source set; corpus expansion is not authorized	false
P29-Q-I01-R02	P29-Q-I01	I	2	2026-09-04	RETRIEVED_CURRENT_REPLAY	MATHEMATICS OF COMPUTATION	https://www.ams.org/journals/mcom/1989-52-185/S0025-5718-1989-0947467-1/S0025-5718-1989-0947467-1.pdf	title:mathematics of computation		UNIQUE_WITHIN_CURRENT_BOUND		EXCLUDED_REPLAY_ONLY	current replay observation does not match the frozen admitted 22-source set; corpus expansion is not authorized	false
P29-Q-I01-R03	P29-Q-I01	I	3	2026-09-04	RETRIEVED_CURRENT_REPLAY	Th	https://www.ams.org/publications/authors/books/postpub/gsm-160-summary.pdf	url:ams.org/publications/authors/books/postpub/gsm-160-summary.pdf		UNIQUE_WITHIN_CURRENT_BOUND		EXCLUDED_REPLAY_ONLY	current replay observation does not match the frozen admitted 22-source set; corpus expansion is not authorized	false
P29-Q-I02-R01	P29-Q-I02	I	1	2026-09-04	RETRIEVED_CURRENT_REPLAY	AMS :: Mathematics of Computation	https://www.ams.org/mcom/2024-93-348/S0025-5718-2024-03913-3/	corpus:P29-S22	P29-S22	UNIQUE_WITHIN_CURRENT_BOUND		RETAINED_EXISTING_ADMITTED_SOURCE	Current replay manifestation resolves to frozen admitted identifier P29-S22; no corpus or scientific-status change.	false
P29-Q-I02-R02	P29-Q-I02	I	2	2026-09-04	RETRIEVED_CURRENT_REPLAY	Sci	https://www.ams.org/journals/notices/199205/199205FullIssue.pdf	url:ams.org/journals/notices/199205/199205fullissue.pdf		UNIQUE_WITHIN_CURRENT_BOUND		EXCLUDED_SOURCE_TYPE	secondary, aggregator, profile, issue-level, or non-research manifestation; no new source is admitted	false
P29-Q-I02-R03	P29-Q-I02	I	3	2026-09-04	RETRIEVED_CURRENT_REPLAY	Movi	https://www.ams.org/journals/notices/199107/199107FullIssue.pdf	url:ams.org/journals/notices/199107/199107fullissue.pdf		UNIQUE_WITHIN_CURRENT_BOUND		EXCLUDED_SOURCE_TYPE	secondary, aggregator, profile, issue-level, or non-research manifestation; no new source is admitted	false
P29-Q-I03-R01	P29-Q-I03	I	1	2026-09-04	RETRIEVED_CURRENT_REPLAY	A Course in Computational Algebraic Number Theory | Springer Nature Link	https://link.springer.com/book/10.1007/978-3-662-02945-9	corpus:P29-S19	P29-S19	UNIQUE_WITHIN_CURRENT_BOUND		RETAINED_EXISTING_ADMITTED_SOURCE	Current replay manifestation resolves to frozen admitted identifier P29-S19; no corpus or scientific-status change.	false
P29-Q-I03-R02	P29-Q-I03	I	2	2026-09-04	RETRIEVED_CURRENT_REPLAY	Combinatoric topological string theories and group theory algorithms | Journal of High Energy Physics | Springer Nature Link	https://link.springer.com/article/10.1007/JHEP10%282022%29147	title:combinatoric topological string theories and group theory algorithms journal of high energy physics springer nature link		UNIQUE_WITHIN_CURRENT_BOUND		EXCLUDED_REPLAY_ONLY	current replay observation does not match the frozen admitted 22-source set; corpus expansion is not authorized	false
P29-Q-I03-R03	P29-Q-I03	I	3	2026-09-04	RETRIEVED_CURRENT_REPLAY	Advanced Topics in Computational Number Theory | Springer Nature Link	https://link.springer.com/book/10.1007/978-1-4419-8489-0	title:advanced topics in computational number theory springer nature link		UNIQUE_WITHIN_CURRENT_BOUND		EXCLUDED_REPLAY_ONLY	current replay observation does not match the frozen admitted 22-source set; corpus expansion is not authorized	false
P29-Q-I04-R01	P29-Q-I04	I	1	2026-09-04	RETRIEVED_CURRENT_REPLAY	Th	https://www.ams.org/publications/authors/books/postpub/gsm-160-summary.pdf	url:ams.org/publications/authors/books/postpub/gsm-160-summary.pdf		DUPLICATE	P29-Q-I01-R03	DUPLICATE_REMOVED	Same current-replay work key as P29-Q-I01-R03; authoritative-manifestation preference then query order and rank selected the representative.	false
P29-Q-I04-R02	P29-Q-I04	I	2	2026-09-04	RETRIEVED_CURRENT_REPLAY	. . . where, prior t	https://www.ams.org/bookstore/pspdf/amstext-27-prev.pdf	url:ams.org/bookstore/pspdf/amstext-27-prev.pdf		UNIQUE_WITHIN_CURRENT_BOUND		EXCLUDED_REPLAY_ONLY	current replay observation does not match the frozen admitted 22-source set; corpus expansion is not authorized	false
P29-Q-I04-R03	P29-Q-I04	I	3	2026-09-04	RETRIEVED_CURRENT_REPLAY	TRANSACTIONS OF THE	https://www.ams.org/tran/1983-277-01/S0002-9947-1983-0690061-1/S0002-9947-1983-0690061-1.pdf	title:transactions of the		UNIQUE_WITHIN_CURRENT_BOUND		EXCLUDED_REPLAY_ONLY	current replay observation does not match the frozen admitted 22-source set; corpus expansion is not authorized	false
P29-Q-I05-R01	P29-Q-I05	I	1	2026-09-04	RETRIEVED_CURRENT_REPLAY	On the parity of coefficients of eta powers | Research in the Mathematical Sciences | Springer Nature Link	https://link.springer.com/article/10.1007/s40687-025-00507-9	title:on the parity of coefficients of eta powers research in the mathematical sciences springer nature link		UNIQUE_WITHIN_CURRENT_BOUND		EXCLUDED_REPLAY_ONLY	current replay observation does not match the frozen admitted 22-source set; corpus expansion is not authorized	false
P29-Q-I05-R02	P29-Q-I05	I	2	2026-09-04	RETRIEVED_CURRENT_REPLAY	Campana points and powerful values of norm forms | Mathematische Zeitschrift | Springer Nature Link	https://link.springer.com/article/10.1007/s00209-021-02922-4	title:campana points and powerful values of norm forms mathematische zeitschrift springer nature link		UNIQUE_WITHIN_CURRENT_BOUND		EXCLUDED_REPLAY_ONLY	current replay observation does not match the frozen admitted 22-source set; corpus expansion is not authorized	false
P29-Q-I05-R03	P29-Q-I05	I	3	2026-09-04	RETRIEVED_CURRENT_REPLAY	Products and polarizations of super-isolated abelian varieties | Mathematische Zeitschrift | Springer Nature Link	https://link.springer.com/article/10.1007/s00209-021-02791-x	title:products and polarizations of super isolated abelian varieties mathematische zeitschrift springer nature link		UNIQUE_WITHIN_CURRENT_BOUND		EXCLUDED_REPLAY_ONLY	current replay observation does not match the frozen admitted 22-source set; corpus expansion is not authorized	false
P29-Q-I06-R01	P29-Q-I06	I	1	2026-09-04	RETRIEVED_CURRENT_REPLAY	(PDF) Topics in computational algebraic number theory	https://www.researchgate.net/publication/228937173_Topics_in_computational_algebraic_number_theory	corpus:P29-S21	P29-S21	DUPLICATE	P29-Q-I13-R01	DUPLICATE_REMOVED	Same current-replay work key as P29-Q-I13-R01; authoritative-manifestation preference then query order and rank selected the representative.	false
P29-Q-I06-R02	P29-Q-I06	I	2	2026-09-04	RETRIEVED_CURRENT_REPLAY	(PDF) Elementary topics in Computational algebraic number theory	https://www.researchgate.net/publication/228937173_Elementary_topics_in_Computational_algebraic_number_theory	corpus:P29-S21	P29-S21	DUPLICATE	P29-Q-I13-R01	DUPLICATE_REMOVED	Same current-replay work key as P29-Q-I13-R01; authoritative-manifestation preference then query order and rank selected the representative.	false
P29-Q-I06-R03	P29-Q-I06	I	3	2026-09-04	RETRIEVED_CURRENT_REPLAY	The Ring-LWE Problem in Lattice-Based Cryptography: The Case of Twisted Embeddings	https://www.mdpi.com/1099-4300/23/9/1108	title:the ring lwe problem in lattice based cryptography the case of twisted embeddings		UNIQUE_WITHIN_CURRENT_BOUND		EXCLUDED_REPLAY_ONLY	current replay observation does not match the frozen admitted 22-source set; corpus expansion is not authorized	false
P29-Q-I07-R01	P29-Q-I07	I	1	2026-09-04	RETRIEVED_CURRENT_REPLAY	AMS :: Mathematics of Computation	https://www.ams.org/mcom/2024-93-348/S0025-5718-2024-03913-3/	corpus:P29-S22	P29-S22	DUPLICATE	P29-Q-I02-R01	DUPLICATE_REMOVED	Same current-replay work key as P29-Q-I02-R01; authoritative-manifestation preference then query order and rank selected the representative.	false
P29-Q-I07-R02	P29-Q-I07	I	2	2026-09-04	RETRIEVED_CURRENT_REPLAY	Archive ouverte HAL	https://cv.hal.science/karim-belabas	url:cv.hal.science/karim-belabas		UNIQUE_WITHIN_CURRENT_BOUND		EXCLUDED_REPLAY_ONLY	current replay observation does not match the frozen admitted 22-source set; corpus expansion is not authorized	false
P29-Q-I07-R03	P29-Q-I07	I	3	2026-09-04	RETRIEVED_CURRENT_REPLAY	Power detection over number fields | Request PDF	https://www.researchgate.net/publication/374247405_Power_detection_over_number_fields	corpus:P29-S22	P29-S22	DUPLICATE	P29-Q-I02-R01	DUPLICATE_REMOVED	Same current-replay work key as P29-Q-I02-R01; authoritative-manifestation preference then query order and rank selected the representative.	false
P29-Q-I08-R01	P29-Q-I08	I	1	2026-09-04	RETRIEVED_CURRENT_REPLAY	AMS :: Mathematics of Computation	https://www.ams.org/mcom/2024-93-348/S0025-5718-2024-03913-3/	corpus:P29-S22	P29-S22	DUPLICATE	P29-Q-I02-R01	DUPLICATE_REMOVED	Same current-replay work key as P29-Q-I02-R01; authoritative-manifestation preference then query order and rank selected the representative.	false
P29-Q-I08-R02	P29-Q-I08	I	2	2026-09-04	RETRIEVED_CURRENT_REPLAY	Karim BELABAS | Professor (Full) | PhD | University of Bordeaux, Bordeaux | Department of Science and Technology | Research profile	https://www.researchgate.net/profile/Karim-Belabas	title:karim belabas professor full phd university of bordeaux bordeaux department of science and technology research profile		UNIQUE_WITHIN_CURRENT_BOUND		EXCLUDED_SOURCE_TYPE	secondary, aggregator, profile, issue-level, or non-research manifestation; no new source is admitted	false
P29-Q-I08-R03	P29-Q-I08	I	3	2026-09-04	RETRIEVED_CURRENT_REPLAY	Power detection over number fields | Request PDF	https://www.researchgate.net/publication/374247405_Power_detection_over_number_fields	corpus:P29-S22	P29-S22	DUPLICATE	P29-Q-I02-R01	DUPLICATE_REMOVED	Same current-replay work key as P29-Q-I02-R01; authoritative-manifestation preference then query order and rank selected the representative.	false
P29-Q-I09-R01	P29-Q-I09	I	1	2026-09-04	RETRIEVED_CURRENT_REPLAY	AMS :: Mathematics of Computation	https://www.ams.org/mcom/2024-93-348/S0025-5718-2024-03913-3/	corpus:P29-S22	P29-S22	DUPLICATE	P29-Q-I02-R01	DUPLICATE_REMOVED	Same current-replay work key as P29-Q-I02-R01; authoritative-manifestation preference then query order and rank selected the representative.	false
P29-Q-I09-R02	P29-Q-I09	I	2	2026-09-04	RETRIEVED_CURRENT_REPLAY	AMS :: Mathematics of Computation	https://www.ams.org/mcom/0000-000-00/S0025-5718-2022-03738-8/	url:ams.org/mcom/0000-000-00/s0025-5718-2022-03738-8		UNIQUE_WITHIN_CURRENT_BOUND		EXCLUDED_REPLAY_ONLY	current replay observation does not match the frozen admitted 22-source set; corpus expansion is not authorized	false
P29-Q-I09-R03	P29-Q-I09	I	3	2026-09-04	RETRIEVED_CURRENT_REPLAY	Mathematical	https://www.ams.org/books/surv/254/surv254-endmatter.pdf	url:ams.org/books/surv/254/surv254-endmatter.pdf		UNIQUE_WITHIN_CURRENT_BOUND		EXCLUDED_SOURCE_TYPE	secondary, aggregator, profile, issue-level, or non-research manifestation; no new source is admitted	false
P29-Q-I10-R01	P29-Q-I10	I	1	2026-09-04	RETRIEVED_CURRENT_REPLAY	(PDF) Elementary topics in Computational algebraic number theory	https://www.researchgate.net/publication/228937173_Elementary_topics_in_Computational_algebraic_number_theory	corpus:P29-S21	P29-S21	DUPLICATE	P29-Q-I13-R01	DUPLICATE_REMOVED	Same current-replay work key as P29-Q-I13-R01; authoritative-manifestation preference then query order and rank selected the representative.	false
P29-Q-I10-R02	P29-Q-I10	I	2	2026-09-04	RETRIEVED_CURRENT_REPLAY	Paderborn University	https://digital.ub.uni-paderborn.de/hs/download/pdf/8306542	title:paderborn university		UNIQUE_WITHIN_CURRENT_BOUND		EXCLUDED_REPLAY_ONLY	current replay observation does not match the frozen admitted 22-source set; corpus expansion is not authorized	false
P29-Q-I10-R03	P29-Q-I10	I	3	2026-09-04	RETRIEVED_CURRENT_REPLAY	From Hilbert Class Field Theory to Complex Multiplication	https://simonrs.com/eulercircle/numbertheory/shaunak-classfieldtheory.pdf	title:from hilbert class field theory to complex multiplication		UNIQUE_WITHIN_CURRENT_BOUND		EXCLUDED_REPLAY_ONLY	current replay observation does not match the frozen admitted 22-source set; corpus expansion is not authorized	false
P29-Q-I11-R01	P29-Q-I11	I	1	2026-09-04	RETRIEVED_CURRENT_REPLAY	AMS :: Mathematics of Computation	https://www.ams.org/mcom/2024-93-348/S0025-5718-2024-03913-3/	corpus:P29-S22	P29-S22	DUPLICATE	P29-Q-I02-R01	DUPLICATE_REMOVED	Same current-replay work key as P29-Q-I02-R01; authoritative-manifestation preference then query order and rank selected the representative.	false
P29-Q-I11-R02	P29-Q-I11	I	2	2026-09-04	RETRIEVED_CURRENT_REPLAY	page SIMON Denis	https://simond.users.lmno.cnrs.fr/	title:page simon denis		UNIQUE_WITHIN_CURRENT_BOUND		EXCLUDED_REPLAY_ONLY	current replay observation does not match the frozen admitted 22-source set; corpus expansion is not authorized	false
P29-Q-I11-R03	P29-Q-I11	I	3	2026-09-04	RETRIEVED_CURRENT_REPLAY	Archive ouverte HAL	https://cv.hal.science/karim-belabas	url:cv.hal.science/karim-belabas		DUPLICATE	P29-Q-I07-R02	DUPLICATE_REMOVED	Same current-replay work key as P29-Q-I07-R02; authoritative-manifestation preference then query order and rank selected the representative.	false
P29-Q-I12-R01	P29-Q-I12	I	1	2026-09-04	RETRIEVED_CURRENT_REPLAY	AMS :: Mathematics of Computation	https://www.ams.org/mcom/2024-93-348/S0025-5718-2024-03913-3/	corpus:P29-S22	P29-S22	DUPLICATE	P29-Q-I02-R01	DUPLICATE_REMOVED	Same current-replay work key as P29-Q-I02-R01; authoritative-manifestation preference then query order and rank selected the representative.	false
P29-Q-I12-R02	P29-Q-I12	I	2	2026-09-04	RETRIEVED_CURRENT_REPLAY	MATHEMATICS OF COMPUTATION	https://www.ams.org/mcom/2014-83-288/S0025-5718-2013-02787-1/S0025-5718-2013-02787-1.pdf	title:mathematics of computation		DUPLICATE	P29-Q-I01-R02	DUPLICATE_REMOVED	Same current-replay work key as P29-Q-I01-R02; authoritative-manifestation preference then query order and rank selected the representative.	false
P29-Q-I12-R03	P29-Q-I12	I	3	2026-09-04	RETRIEVED_CURRENT_REPLAY	3. PRIME NUMBERS	https://www.ams.org/bookstore/pspdf/pint-prev.pdf	url:ams.org/bookstore/pspdf/pint-prev.pdf		UNIQUE_WITHIN_CURRENT_BOUND		EXCLUDED_REPLAY_ONLY	current replay observation does not match the frozen admitted 22-source set; corpus expansion is not authorized	false
P29-Q-I13-R01	P29-Q-I13	I	1	2026-09-04	RETRIEVED_CURRENT_REPLAY	Topics in computational algebraic number theory	https://jtnb.centre-mersenne.org/item/JTNB_2004__16_1_19_0/	corpus:P29-S21	P29-S21	UNIQUE_WITHIN_CURRENT_BOUND		RETAINED_EXISTING_ADMITTED_SOURCE	Current replay manifestation resolves to frozen admitted identifier P29-S21; no corpus or scientific-status change.	false
P29-Q-I13-R02	P29-Q-I13	I	2	2026-09-04	RETRIEVED_CURRENT_REPLAY	Vol. 16, No. 1, 2004 of Journal de Théorie des Nombres de Bordeaux | JSTOR	https://www.jstor.org/stable/i40164290	title:vol 16 no 1 2004 of journal de the orie des nombres de bordeaux jstor		UNIQUE_WITHIN_CURRENT_BOUND		EXCLUDED_REPLAY_ONLY	current replay observation does not match the frozen admitted 22-source set; corpus expansion is not authorized	false
P29-Q-I13-R03	P29-Q-I13	I	3	2026-09-04	RETRIEVED_CURRENT_REPLAY	Topics in computational algebraic number theory	https://www.numdam.org/articles/10.5802/jtnb.433/	corpus:P29-S21	P29-S21	DUPLICATE	P29-Q-I13-R01	DUPLICATE_REMOVED	Same current-replay work key as P29-Q-I13-R01; authoritative-manifestation preference then query order and rank selected the representative.	false
P29-Q-I14-R01	P29-Q-I14	I	1	2026-09-04	RETRIEVED_CURRENT_REPLAY	The Arithmetic of Hyperbolic 3-Manifolds | Springer Nature Link	https://link.springer.com/book/10.1007/978-1-4757-6720-9	corpus:P29-S17	P29-S17	UNIQUE_WITHIN_CURRENT_BOUND		RETAINED_EXISTING_ADMITTED_SOURCE	Current replay manifestation resolves to frozen admitted identifier P29-S17; no corpus or scientific-status change.	false
P29-Q-I14-R02	P29-Q-I14	I	2	2026-09-04	RETRIEVED_CURRENT_REPLAY	Examples of genuine QM abelian surfaces which are modular | Research in Number Theory | Springer Nature Link	https://link.springer.com/article/10.1007/s40993-018-0150-x	title:examples of genuine qm abelian surfaces which are modular research in number theory springer nature link		UNIQUE_WITHIN_CURRENT_BOUND		EXCLUDED_REPLAY_ONLY	current replay observation does not match the frozen admitted 22-source set; corpus expansion is not authorized	false
